t,x,y,z,roll,pitch,yaw
1756381644.188134,506.42243167475806,8.87808817639456,9.286222994923834,-0.027061781860980887,-0.20982609656029053,1.7348495085864433
1756381656.865582,519.2112478811442,14.010162362445437,9.36953989511426,-0.01672965282951299,-0.19634805470415448,1.6695152512081057
1756381669.541653,532.4743488977842,18.86085164934745,9.482070147692706,-0.03166804485417693,-0.1574297623010282,1.785457329296218
1756381682.219345,545.596877709016,22.74939626949336,9.46006267261348,-0.024936104476232054,-0.17612756410971425,1.8396044006535328
1756381694.896043,557.874804329485,25.28491534040733,9.319238739035157,-0.08586379519275228,-0.18118307633890682,1.8203430034653814
1756381707.572238,569.923649716979,29.033743759945825,8.92637552994537,0.16687547314364956,-0.20872534214167252,1.7505585136354989
1756381720.249801,582.8042707272022,33.009199552092305,9.263388861646233,0.03247217286506652,-0.20076973270821305,1.7735590571262432
1756381732.926625,595.8550322747385,37.114343703297,9.463576827984012,-0.012911782568470831,-0.1833678419538345,1.8553540095836643
1756381745.603435,607.7591299838231,41.844193225709894,9.30631474244796,0.007574314654924557,-0.19139054066067773,1.5277201054392369
1756381758.279889,620.1491914442327,45.82740718047128,9.555091626214509,0.16787879832614386,-0.2185650559369183,2.0239102970494756
1756381770.956956,631.9241084374644,44.12568529389259,9.365098799232229,0.09934051200628244,-0.22134187011416656,-2.0465676764071987
1756381783.634033,639.0786254307011,39.66098673183851,9.042329271130264,0.10895590278856893,-0.2132552965986309,-1.3829365479777966
1756381796.310984,650.7043632663317,34.797987180132026,10.018174129240762,-0.0308218843351668,-0.22136955838915073,-2.0614465275632305
1756381808.987431,663.3539274963371,30.018554264628726,11.228514751672146,0.2832872130252999,-0.224652917493747,-2.208730662715411
1756381821.664375,674.514093661995,25.37036570668925,11.971944367330504,0.040026102408571386,-0.21556040754673264,-0.6415250549078224
1756381834.341443,683.1015366568988,23.130407651818093,12.834795035035459,0.32258774248839245,-0.2366971745750473,-0.784121498814834
1756381847.018383,693.8198962061915,20.53573338020847,14.12489704419632,0.44481237708107285,-0.23514185958875145,-0.8486767970982233
1756381859.69433,705.0381630923891,17.961269445822364,15.647589310708247,0.4856740858747286,-0.24146625314467635,-0.8913440444803893
1756381872.371277,716.4214848360446,15.659146530332857,17.244261551877415,0.5158034059586349,-0.2512763837115482,-0.8325648380890468
1756381885.048848,727.9437949065756,13.285643554510877,19.316067597791836,0.14936153208499564,-0.2939252925556371,-0.805270167644227
1756381897.725169,729.3480201140172,11.277901209728123,18.560869210717737,-0.07272539418171349,-0.21933129997537337,-0.6555727952649872
1756381910.401487,733.93067940034,10.233613246651345,18.993827879536006,-0.002261492865429581,-0.2499920806860214,-0.7257909304123437
1756381923.079431,732.3902492498706,10.783860854852135,18.031433038336097,-0.050482392777632605,-0.09546067801472553,-0.7575460745687957
1756381935.756257,736.8225455746796,9.335698990044234,18.813874353266797,-0.06573611688675729,-0.25643073517808773,-1.0137720374233834
1756381948.432449,735.3738936153577,7.554050843391605,17.914056741399335,0.07727797981528044,-0.027957296574339,-1.1999884953914006
1756381961.110025,736.9012167519084,6.823365544953429,19.168187865131355,-0.034580378382767105,-0.23352583291224885,-0.4772059668844628
1756381973.786475,735.0453741126107,9.68495997068133,18.062096045661548,0.23282222938752228,-0.25785295575168604,-0.8036712113137765
1756381986.463168,737.6949562036408,8.201584017866113,19.48897558065884,-0.05744344479000271,-0.17701076123514436,-0.8691765609540582
1756381999.139756,736.0583321700125,-4.356844423435457,19.900254939348486,0.04540258886636765,-0.12216897564156251,-1.0101187343965565
1756382011.816926,725.4083344968966,-22.00498563404051,19.92246868113711,0.014127790402473129,0.0010468879085999484,-0.9980589668127593
1756382024.494253,774.9678532082232,-2.369438724346713,19.79473028539605,-0.31062277405041744,-0.08360271085247294,-0.5766463430517249
1756382037.170455,784.5803170305895,-3.9392090835652493,19.857386413162068,0.08065375753164317,-0.0727447119843177,-0.8688910432904674
1756382049.847778,796.7127414134168,-5.862113008849169,19.872373777731234,-0.025532656017692255,-0.041347613822286064,-0.8703706519118621
1756382062.524226,809.2407889409651,-7.729012089657772,19.873213568577825,0.029532649908228945,-0.06326474707194146,-0.8502689487501496
1756382075.200914,821.6080084079441,-9.727670959520957,19.68373284273081,0.01531956715084993,-0.10847851511221093,-0.8668866728597129
1756382087.878111,833.9867447541976,-12.064273376126195,19.66081759007615,0.47409903979774803,-0.09520846431304038,-0.7300321391636623
1756382100.554927,846.6355759674904,-14.505783018081784,19.80745926410483,0.020767418703057622,-0.0883306715647699,-0.8173649541842332
1756382113.231112,860.0248698255297,-16.856940699433903,19.80801088783654,0.054267345022719,-0.08805865592262806,-0.832325156923803
1756382125.907944,872.7928053399298,-18.8068590835827,19.76717922134,0.04369933123790874,-0.08491076586459598,-0.9812587608457725
1756382138.584395,885.5066680636124,-20.351744185979058,19.7654929634768,0.019921178145715316,-0.09841702176241539,-0.9053241178974935
1756382151.262468,898.3791080316673,-21.87394225762514,19.736234779984624,-0.015541328363985325,-0.08828134846368814,-0.9097850338961478
1756382163.938411,910.949834172955,-23.525300344302593,19.899356914858615,0.08575808209939062,-0.17321517747239554,-1.7557328772050769
1756382176.615242,926.5837932774257,-26.921033356855315,21.475741562904023,-0.03403624246566549,-0.22331294608326513,-2.0713541249779754
1756382189.292557,943.5615190828904,-31.528450595505834,23.119306177671756,0.4193729531556341,-0.2362619001041559,-2.5628378093438298
1756382201.969377,958.9749881206002,-33.57168044066078,24.697068642177413,0.4496278078672861,-0.2198058238407299,-2.5576342184813603
1756382214.645573,969.5455772144978,-26.556278234298844,26.05688400784234,0.2905730135144323,-0.22033386367003618,-2.553353772684058
1756382227.322764,973.4995696157715,-5.328361660623155,27.024736057228903,0.06847479380689282,-0.20482193803931786,2.0990464869313548
1756382239.999586,977.1785178496955,28.720429047601876,28.37786353081405,0.008337368261253506,-0.22456646157802482,2.1059934410441463
1756382252.677137,989.444946266064,66.40582410681407,29.928658291190818,-0.0049754727239866604,-0.23239494103005942,2.1069521277965038
1756382265.352964,1010.7794131487149,108.05247064962477,31.379518845689947,-0.02879512584637421,-0.23217726354950396,2.1217055661070168
1756382278.030542,1042.5691235077463,154.62928896231222,32.696703633583866,-0.008336140207071801,-0.22186152132291598,2.125215724836117
1756382290.707118,1083.533814071983,204.4016588536201,33.89897936532699,-0.027441498252854062,-0.22875855461491554,2.09543490476698
1756382303.636851,977.7968533590447,24.355462644334533,35.19850530176184,-0.08281842178935621,-0.22903379737815183,2.0648270429061584
1756382318.088907,995.4121735095096,26.920822966875033,36.26607040293298,0.009312867703248158,-0.2111614414762223,1.9932532646481596
1756382332.540338,1012.650633562295,29.752533971144903,36.79009048706393,-0.0313096761467439,-0.21621398705460204,1.950147770578874
1756382346.865506,1028.715241430269,31.835857074921858,36.93395085637213,-0.032947409027057555,-0.1959354029185737,2.0159115807762817
1756382359.541826,1042.422401169105,33.34542389520862,36.79183860732644,-0.03133422516549062,-0.20796052932978323,2.0138751524723024
1756382372.218904,1056.5184670655535,34.227974884826125,36.61968838133796,-0.015226559836945697,-0.21094745899497372,2.065603112540388
1756382384.895348,1072.4462863450983,35.372954753752325,36.66491802371575,0.020128784135915154,-0.21817318374246275,2.1044665882166558
1756382397.57279,1097.8280191087656,39.866808817575276,37.05182988960441,0.000026888854603448152,-0.21943322539677818,2.121955022547828
1756382410.249857,1134.028159370495,47.792896980653694,37.609157881351955,-0.018875353347150823,-0.2288544244503239,2.137653202653471
1756382422.926553,1179.8465546779023,59.704714568485656,38.43554749967922,-0.017063389298361997,-0.23056463131931382,2.139139976640553
1756382435.602626,1235.2870843836615,76.01775785595336,39.18762584396399,0.04073581775532231,-0.24638762047635784,2.107059497642632
1756382448.279946,1300.3628135271267,96.4304346024978,39.55396026064571,-0.03738931154880882,-0.13084154661772607,2.1238561238290847
1756382460.957139,1375.6843593694941,120.41105003756171,39.7038786209794,0.08440099996772052,-0.1340206183138947,2.1654531610403533
1756382469.196984,1429.1235789570846,137.37662256344643,39.69500304302397,-0.028181868679553065,-0.08633251774566432,2.129113232380176
1756382469.196984,1429.1235789570846,137.37662256344643,39.69500304302397,-0.028181868679553065,-0.08633251774566432,2.129113232380176
1756382469.196984,1429.1235789570846,137.37662256344643,39.69500304302397,-0.028181868679553065,-0.08633251774566432,2.129113232380176
