timestamp (seconds since 01/01/1970), system, entity , value (m/s)
1756381130.345165, lauv-fridtjof, 61, 1496.465088
1756381130.350157, lauv-fridtjof, 71, 1481.380005
1756381130.400214, lauv-fridtjof, 71, 1481.380005
1756381130.458541, lauv-fridtjof, 71, 1481.380005
1756381130.516980, lauv-fridtjof, 71, 1481.390015
1756381130.575242, lauv-fridtjof, 71, 1481.359985
1756381130.598389, lauv-fridtjof, 61, 1496.464111
1756381130.625148, lauv-fridtjof, 71, 1481.339966
1756381130.683612, lauv-fridtjof, 71, 1481.369995
1756381130.741873, lauv-fridtjof, 71, 1481.349976
1756381130.800968, lauv-fridtjof, 71, 1481.300049
1756381130.850219, lauv-fridtjof, 71, 1481.300049
1756381130.855406, lauv-fridtjof, 61, 1496.457886
1756381130.908564, lauv-fridtjof, 71, 1481.280029
1756381130.966872, lauv-fridtjof, 71, 1481.270020
1756381131.025295, lauv-fridtjof, 71, 1481.300049
1756381131.076283, lauv-fridtjof, 71, 1481.300049
1756381131.106012, lauv-fridtjof, 61, 1496.459595
1756381131.133774, lauv-fridtjof, 71, 1481.270020
1756381131.191985, lauv-fridtjof, 71, 1481.280029
1756381131.250224, lauv-fridtjof, 71, 1481.260010
1756381131.300230, lauv-fridtjof, 71, 1481.250000
1756381131.360352, lauv-fridtjof, 61, 1496.454468
1756381131.363035, lauv-fridtjof, 71, 1481.239990
1756381131.418405, lauv-fridtjof, 71, 1481.239990
1756381131.475312, lauv-fridtjof, 71, 1481.239990
1756381131.525170, lauv-fridtjof, 71, 1481.229980
1756381131.583814, lauv-fridtjof, 71, 1481.219971
1756381131.611938, lauv-fridtjof, 61, 1496.462402
1756381131.641861, lauv-fridtjof, 71, 1481.199951
1756381131.700155, lauv-fridtjof, 71, 1481.189941
1756381131.750235, lauv-fridtjof, 71, 1481.189941
1756381131.809016, lauv-fridtjof, 71, 1481.199951
1756381131.866879, lauv-fridtjof, 71, 1481.199951
1756381131.867792, lauv-fridtjof, 61, 1496.470825
1756381131.926271, lauv-fridtjof, 71, 1481.229980
1756381131.975300, lauv-fridtjof, 71, 1481.239990
1756381132.033635, lauv-fridtjof, 71, 1481.280029
1756381132.091959, lauv-fridtjof, 71, 1481.290039
1756381132.120138, lauv-fridtjof, 61, 1496.468628
1756381132.150161, lauv-fridtjof, 71, 1481.280029
1756381132.200215, lauv-fridtjof, 71, 1481.290039
1756381132.258574, lauv-fridtjof, 71, 1481.319946
1756381132.317621, lauv-fridtjof, 71, 1481.319946
1756381132.373545, lauv-fridtjof, 61, 1496.478394
1756381132.377414, lauv-fridtjof, 71, 1481.359985
1756381132.425232, lauv-fridtjof, 71, 1481.369995
1756381132.483585, lauv-fridtjof, 71, 1481.329956
1756381132.541885, lauv-fridtjof, 71, 1481.319946
1756381132.600151, lauv-fridtjof, 71, 1481.319946
1756381132.623913, lauv-fridtjof, 61, 1496.476685
1756381132.650222, lauv-fridtjof, 71, 1481.319946
1756381132.708610, lauv-fridtjof, 71, 1481.319946
1756381132.766950, lauv-fridtjof, 71, 1481.300049
1756381132.825240, lauv-fridtjof, 71, 1481.310059
1756381132.875302, lauv-fridtjof, 71, 1481.300049
1756381132.877303, lauv-fridtjof, 61, 1496.487061
1756381132.933630, lauv-fridtjof, 71, 1481.290039
1756381132.991999, lauv-fridtjof, 71, 1481.300049
1756381133.050173, lauv-fridtjof, 71, 1481.270020
1756381133.100994, lauv-fridtjof, 71, 1481.260010
1756381133.130793, lauv-fridtjof, 61, 1496.493042
1756381133.158578, lauv-fridtjof, 71, 1481.270020
1756381133.217001, lauv-fridtjof, 71, 1481.280029
1756381133.275303, lauv-fridtjof, 71, 1481.290039
1756381133.325241, lauv-fridtjof, 71, 1481.280029
1756381133.383532, lauv-fridtjof, 71, 1481.300049
1756381133.384427, lauv-fridtjof, 61, 1496.479370
1756381133.441940, lauv-fridtjof, 71, 1481.300049
1756381133.500815, lauv-fridtjof, 71, 1481.290039
1756381133.550165, lauv-fridtjof, 71, 1481.280029
1756381133.608552, lauv-fridtjof, 71, 1481.270020
1756381133.640113, lauv-fridtjof, 61, 1496.486328
1756381133.666903, lauv-fridtjof, 71, 1481.290039
1756381133.725260, lauv-fridtjof, 71, 1481.260010
1756381133.775996, lauv-fridtjof, 71, 1481.250000
1756381133.833660, lauv-fridtjof, 71, 1481.270020
1756381133.892009, lauv-fridtjof, 71, 1481.290039
1756381133.893062, lauv-fridtjof, 61, 1496.489014
1756381133.950303, lauv-fridtjof, 71, 1481.239990
1756381134.000922, lauv-fridtjof, 71, 1481.219971
1756381134.058530, lauv-fridtjof, 71, 1481.209961
1756381134.117000, lauv-fridtjof, 71, 1481.239990
1756381134.147063, lauv-fridtjof, 61, 1496.492188
1756381134.176117, lauv-fridtjof, 71, 1481.300049
1756381134.225263, lauv-fridtjof, 71, 1481.300049
1756381134.283577, lauv-fridtjof, 71, 1481.290039
1756381134.341888, lauv-fridtjof, 71, 1481.300049
1756381134.395610, lauv-fridtjof, 61, 1496.507935
1756381134.400326, lauv-fridtjof, 71, 1481.310059
1756381134.450225, lauv-fridtjof, 71, 1481.319946
1756381134.508844, lauv-fridtjof, 71, 1481.300049
1756381134.566901, lauv-fridtjof, 71, 1481.300049
1756381134.625272, lauv-fridtjof, 71, 1481.349976
1756381134.652715, lauv-fridtjof, 61, 1496.513184
1756381134.676040, lauv-fridtjof, 71, 1481.349976
1756381134.733630, lauv-fridtjof, 71, 1481.319946
1756381134.791984, lauv-fridtjof, 71, 1481.329956
1756381134.850840, lauv-fridtjof, 71, 1481.319946
1756381134.900234, lauv-fridtjof, 71, 1481.310059
1756381134.903581, lauv-fridtjof, 61, 1496.510010
1756381134.958549, lauv-fridtjof, 71, 1481.329956
1756381135.017012, lauv-fridtjof, 71, 1481.329956
1756381135.076098, lauv-fridtjof, 71, 1481.329956
1756381135.125299, lauv-fridtjof, 71, 1481.329956
1756381135.155899, lauv-fridtjof, 61, 1496.500000
1756381135.183533, lauv-fridtjof, 71, 1481.319946
1756381135.241881, lauv-fridtjof, 71, 1481.310059
1756381135.300280, lauv-fridtjof, 71, 1481.319946
1756381135.350205, lauv-fridtjof, 71, 1481.349976
1756381135.408561, lauv-fridtjof, 71, 1481.359985
1756381135.410002, lauv-fridtjof, 61, 1496.489136
1756381135.466884, lauv-fridtjof, 71, 1481.339966
1756381135.526171, lauv-fridtjof, 71, 1481.329956
1756381135.576729, lauv-fridtjof, 71, 1481.339966
1756381135.633635, lauv-fridtjof, 71, 1481.300049
1756381135.663119, lauv-fridtjof, 61, 1496.498291
1756381135.692031, lauv-fridtjof, 71, 1481.300049
1756381135.750179, lauv-fridtjof, 71, 1481.319946
1756381135.800245, lauv-fridtjof, 71, 1481.319946
1756381135.858550, lauv-fridtjof, 71, 1481.319946
1756381135.916969, lauv-fridtjof, 71, 1481.310059
1756381135.918844, lauv-fridtjof, 61, 1496.489258
1756381135.975971, lauv-fridtjof, 71, 1481.300049
1756381136.025374, lauv-fridtjof, 71, 1481.280029
1756381136.083529, lauv-fridtjof, 71, 1481.209961
1756381136.141875, lauv-fridtjof, 71, 1481.170044
1756381136.173409, lauv-fridtjof, 61, 1496.481323
1756381136.200240, lauv-fridtjof, 71, 1481.150024
1756381136.250176, lauv-fridtjof, 71, 1481.160034
1756381136.308598, lauv-fridtjof, 71, 1481.189941
1756381136.366900, lauv-fridtjof, 71, 1481.199951
1756381136.422603, lauv-fridtjof, 61, 1496.484375
1756381136.425484, lauv-fridtjof, 71, 1481.239990
1756381136.475311, lauv-fridtjof, 71, 1481.270020
1756381136.533649, lauv-fridtjof, 71, 1481.260010
1756381136.592030, lauv-fridtjof, 71, 1481.250000
1756381136.650647, lauv-fridtjof, 71, 1481.239990
1756381136.677373, lauv-fridtjof, 61, 1496.457153
1756381136.700169, lauv-fridtjof, 71, 1481.250000
1756381136.758573, lauv-fridtjof, 71, 1481.280029
1756381136.817165, lauv-fridtjof, 71, 1481.280029
1756381136.875315, lauv-fridtjof, 71, 1481.300049
1756381136.925923, lauv-fridtjof, 71, 1481.300049
1756381136.930370, lauv-fridtjof, 61, 1496.455444
1756381136.983541, lauv-fridtjof, 71, 1481.310059
1756381137.041992, lauv-fridtjof, 71, 1481.310059
1756381137.100743, lauv-fridtjof, 71, 1481.319946
1756381137.150176, lauv-fridtjof, 71, 1481.339966
1756381137.182494, lauv-fridtjof, 61, 1496.427368
1756381137.208595, lauv-fridtjof, 71, 1481.310059
1756381137.266909, lauv-fridtjof, 71, 1481.290039
1756381137.325313, lauv-fridtjof, 71, 1481.290039
1756381137.375305, lauv-fridtjof, 71, 1481.310059
1756381137.433592, lauv-fridtjof, 71, 1481.290039
1756381137.435452, lauv-fridtjof, 61, 1496.399292
1756381137.491979, lauv-fridtjof, 71, 1481.300049
1756381137.550236, lauv-fridtjof, 71, 1481.290039
1756381137.600237, lauv-fridtjof, 71, 1481.270020
1756381137.658583, lauv-fridtjof, 71, 1481.310059
1756381137.692790, lauv-fridtjof, 61, 1496.365234
1756381137.716991, lauv-fridtjof, 71, 1481.329956
1756381137.775322, lauv-fridtjof, 71, 1481.300049
1756381137.825325, lauv-fridtjof, 71, 1481.280029
1756381137.883559, lauv-fridtjof, 71, 1481.290039
1756381137.941892, lauv-fridtjof, 71, 1481.280029
1756381137.942823, lauv-fridtjof, 61, 1496.329346
1756381138.000237, lauv-fridtjof, 71, 1481.319946
1756381138.050412, lauv-fridtjof, 71, 1481.319946
1756381138.109664, lauv-fridtjof, 71, 1481.260010
1756381138.166906, lauv-fridtjof, 71, 1481.260010
1756381138.198144, lauv-fridtjof, 61, 1496.297363
1756381138.225308, lauv-fridtjof, 71, 1481.229980
1756381138.275322, lauv-fridtjof, 71, 1481.219971
1756381138.333667, lauv-fridtjof, 71, 1481.229980
1756381138.392125, lauv-fridtjof, 71, 1481.239990
1756381138.450227, lauv-fridtjof, 71, 1481.280029
1756381138.451506, lauv-fridtjof, 61, 1496.280273
1756381138.500890, lauv-fridtjof, 71, 1481.280029
1756381138.559963, lauv-fridtjof, 71, 1481.280029
1756381138.616954, lauv-fridtjof, 71, 1481.290039
1756381138.675790, lauv-fridtjof, 71, 1481.270020
1756381138.702365, lauv-fridtjof, 61, 1496.279785
1756381138.727374, lauv-fridtjof, 71, 1481.250000
1756381138.783602, lauv-fridtjof, 71, 1481.260010
1756381138.841940, lauv-fridtjof, 71, 1481.250000
1756381138.901380, lauv-fridtjof, 71, 1481.209961
1756381138.950221, lauv-fridtjof, 71, 1481.209961
1756381138.958673, lauv-fridtjof, 61, 1496.270508
1756381139.008600, lauv-fridtjof, 71, 1481.229980
1756381139.067642, lauv-fridtjof, 71, 1481.239990
1756381139.127741, lauv-fridtjof, 71, 1481.229980
1756381139.175314, lauv-fridtjof, 71, 1481.229980
1756381139.211657, lauv-fridtjof, 61, 1496.268433
1756381139.233641, lauv-fridtjof, 71, 1481.239990
1756381139.292008, lauv-fridtjof, 71, 1481.260010
1756381139.350294, lauv-fridtjof, 71, 1481.300049
1756381139.400852, lauv-fridtjof, 71, 1481.329956
1756381139.458550, lauv-fridtjof, 71, 1481.329956
1756381139.464966, lauv-fridtjof, 61, 1496.246826
1756381139.516934, lauv-fridtjof, 71, 1481.300049
1756381139.575800, lauv-fridtjof, 71, 1481.239990
1756381139.625269, lauv-fridtjof, 71, 1481.229980
1756381139.683561, lauv-fridtjof, 71, 1481.219971
1756381139.717761, lauv-fridtjof, 61, 1496.227539
1756381139.741935, lauv-fridtjof, 71, 1481.219971
1756381139.800854, lauv-fridtjof, 71, 1481.209961
1756381139.851307, lauv-fridtjof, 71, 1481.209961
1756381139.908685, lauv-fridtjof, 71, 1481.209961
1756381139.966923, lauv-fridtjof, 71, 1481.239990
1756381139.973634, lauv-fridtjof, 61, 1496.241211
1756381140.025308, lauv-fridtjof, 71, 1481.300049
1756381140.078107, lauv-fridtjof, 71, 1481.290039
1756381140.133724, lauv-fridtjof, 71, 1481.280029
1756381140.192013, lauv-fridtjof, 71, 1481.290039
1756381140.223084, lauv-fridtjof, 61, 1496.212769
1756381140.250269, lauv-fridtjof, 71, 1481.290039
1756381140.301147, lauv-fridtjof, 71, 1481.290039
1756381140.358558, lauv-fridtjof, 71, 1481.300049
1756381140.417474, lauv-fridtjof, 71, 1481.300049
1756381140.476337, lauv-fridtjof, 61, 1496.204590
1756381140.475960, lauv-fridtjof, 71, 1481.300049
1756381140.526490, lauv-fridtjof, 71, 1481.280029
1756381140.583576, lauv-fridtjof, 71, 1481.260010
1756381140.641879, lauv-fridtjof, 71, 1481.260010
1756381140.700259, lauv-fridtjof, 71, 1481.280029
1756381140.729489, lauv-fridtjof, 61, 1496.182739
1756381140.750253, lauv-fridtjof, 71, 1481.300049
1756381140.808645, lauv-fridtjof, 71, 1481.300049
1756381140.868917, lauv-fridtjof, 71, 1481.270020
1756381140.925385, lauv-fridtjof, 71, 1481.280029
1756381140.975373, lauv-fridtjof, 71, 1481.280029
1756381140.981839, lauv-fridtjof, 61, 1496.182251
1756381141.033632, lauv-fridtjof, 71, 1481.239990
1756381141.095053, lauv-fridtjof, 71, 1481.239990
1756381141.150249, lauv-fridtjof, 71, 1481.329956
1756381141.200215, lauv-fridtjof, 71, 1481.359985
1756381141.237267, lauv-fridtjof, 61, 1496.171631
1756381141.258555, lauv-fridtjof, 71, 1481.369995
1756381141.320437, lauv-fridtjof, 71, 1481.380005
1756381141.375349, lauv-fridtjof, 71, 1481.359985
1756381141.425277, lauv-fridtjof, 71, 1481.339966
1756381141.483564, lauv-fridtjof, 71, 1481.290039
1756381141.491913, lauv-fridtjof, 61, 1496.176025
1756381141.541892, lauv-fridtjof, 71, 1481.270020
1756381141.600388, lauv-fridtjof, 71, 1481.229980
1756381141.650971, lauv-fridtjof, 71, 1481.219971
1756381141.708568, lauv-fridtjof, 71, 1481.229980
1756381141.743822, lauv-fridtjof, 61, 1496.175903
1756381141.766898, lauv-fridtjof, 71, 1481.219971
1756381141.825384, lauv-fridtjof, 71, 1481.250000
1756381141.875423, lauv-fridtjof, 71, 1481.250000
1756381141.933697, lauv-fridtjof, 71, 1481.239990
1756381141.991994, lauv-fridtjof, 71, 1481.250000
1756381141.999618, lauv-fridtjof, 61, 1496.179443
1756381142.050178, lauv-fridtjof, 71, 1481.260010
1756381142.100221, lauv-fridtjof, 71, 1481.250000
1756381142.158584, lauv-fridtjof, 71, 1481.260010
1756381142.216981, lauv-fridtjof, 71, 1481.250000
1756381142.251110, lauv-fridtjof, 61, 1496.156494
1756381142.276076, lauv-fridtjof, 71, 1481.239990
1756381142.325704, lauv-fridtjof, 71, 1481.260010
1756381142.383618, lauv-fridtjof, 71, 1481.280029
1756381142.441914, lauv-fridtjof, 71, 1481.280029
1756381142.500233, lauv-fridtjof, 71, 1481.270020
1756381142.503871, lauv-fridtjof, 61, 1496.165527
1756381142.550224, lauv-fridtjof, 71, 1481.280029
1756381142.608585, lauv-fridtjof, 71, 1481.290039
1756381142.666929, lauv-fridtjof, 71, 1481.280029
1756381142.725286, lauv-fridtjof, 71, 1481.280029
1756381142.754692, lauv-fridtjof, 61, 1496.151245
1756381142.776025, lauv-fridtjof, 71, 1481.280029
1756381142.833785, lauv-fridtjof, 71, 1481.280029
1756381142.892026, lauv-fridtjof, 71, 1481.290039
1756381142.950220, lauv-fridtjof, 71, 1481.270020
1756381143.000310, lauv-fridtjof, 71, 1481.280029
1756381143.011738, lauv-fridtjof, 61, 1496.141724
1756381143.058577, lauv-fridtjof, 71, 1481.290039
1756381143.116954, lauv-fridtjof, 71, 1481.300049
1756381143.175336, lauv-fridtjof, 71, 1481.290039
1756381143.225280, lauv-fridtjof, 71, 1481.290039
1756381143.266162, lauv-fridtjof, 61, 1496.140991
1756381143.283612, lauv-fridtjof, 71, 1481.280029
1756381143.342000, lauv-fridtjof, 71, 1481.270020
1756381143.400255, lauv-fridtjof, 71, 1481.239990
1756381143.450244, lauv-fridtjof, 71, 1481.219971
1756381143.508643, lauv-fridtjof, 71, 1481.239990
1756381143.519445, lauv-fridtjof, 61, 1496.166992
1756381143.566929, lauv-fridtjof, 71, 1481.250000
1756381143.626093, lauv-fridtjof, 71, 1481.250000
1756381143.675356, lauv-fridtjof, 71, 1481.250000
1756381143.733667, lauv-fridtjof, 71, 1481.300049
1756381143.770510, lauv-fridtjof, 61, 1496.180664
1756381143.791993, lauv-fridtjof, 71, 1481.290039
1756381143.850291, lauv-fridtjof, 71, 1481.280029
1756381143.900332, lauv-fridtjof, 71, 1481.300049
1756381143.958618, lauv-fridtjof, 71, 1481.329956
1756381144.016982, lauv-fridtjof, 71, 1481.339966
1756381144.024044, lauv-fridtjof, 61, 1496.198853
1756381144.075964, lauv-fridtjof, 71, 1481.319946
1756381144.125473, lauv-fridtjof, 71, 1481.300049
1756381144.183765, lauv-fridtjof, 71, 1481.280029
1756381144.242579, lauv-fridtjof, 71, 1481.270020
1756381144.277930, lauv-fridtjof, 61, 1496.200073
1756381144.300259, lauv-fridtjof, 71, 1481.260010
1756381144.351893, lauv-fridtjof, 71, 1481.250000
1756381144.408837, lauv-fridtjof, 71, 1481.260010
1756381144.466913, lauv-fridtjof, 71, 1481.280029
1756381144.525239, lauv-fridtjof, 71, 1481.290039
1756381144.531160, lauv-fridtjof, 61, 1496.208252
1756381144.575357, lauv-fridtjof, 71, 1481.300049
1756381144.633707, lauv-fridtjof, 71, 1481.310059
1756381144.692022, lauv-fridtjof, 71, 1481.310059
1756381144.750276, lauv-fridtjof, 71, 1481.329956
1756381144.783701, lauv-fridtjof, 61, 1496.192139
1756381144.800237, lauv-fridtjof, 71, 1481.329956
1756381144.858732, lauv-fridtjof, 71, 1481.319946
1756381144.917804, lauv-fridtjof, 71, 1481.319946
1756381144.975369, lauv-fridtjof, 71, 1481.319946
1756381145.025476, lauv-fridtjof, 71, 1481.319946
1756381145.037357, lauv-fridtjof, 61, 1496.198486
1756381145.083569, lauv-fridtjof, 71, 1481.329956
1756381145.141973, lauv-fridtjof, 71, 1481.329956
1756381145.200271, lauv-fridtjof, 71, 1481.319946
1756381145.251309, lauv-fridtjof, 71, 1481.310059
1756381145.289924, lauv-fridtjof, 61, 1496.187256
1756381145.308607, lauv-fridtjof, 71, 1481.310059
1756381145.367120, lauv-fridtjof, 71, 1481.319946
1756381145.425237, lauv-fridtjof, 71, 1481.319946
1756381145.475338, lauv-fridtjof, 71, 1481.319946
1756381145.533706, lauv-fridtjof, 71, 1481.310059
1756381145.544870, lauv-fridtjof, 61, 1496.190552
1756381145.591997, lauv-fridtjof, 71, 1481.310059
1756381145.651721, lauv-fridtjof, 71, 1481.270020
1756381145.700260, lauv-fridtjof, 71, 1481.270020
1756381145.758573, lauv-fridtjof, 71, 1481.260010
1756381145.795723, lauv-fridtjof, 61, 1496.211304
1756381145.816944, lauv-fridtjof, 71, 1481.260010
1756381145.875350, lauv-fridtjof, 71, 1481.270020
1756381145.925961, lauv-fridtjof, 71, 1481.300049
1756381145.983620, lauv-fridtjof, 71, 1481.290039
1756381146.041929, lauv-fridtjof, 71, 1481.300049
1756381146.051102, lauv-fridtjof, 61, 1496.231201
1756381146.100852, lauv-fridtjof, 71, 1481.349976
1756381146.150283, lauv-fridtjof, 71, 1481.410034
1756381146.208617, lauv-fridtjof, 71, 1481.439941
1756381146.266949, lauv-fridtjof, 71, 1481.479980
1756381146.302646, lauv-fridtjof, 61, 1496.251587
1756381146.326022, lauv-fridtjof, 71, 1481.520020
1756381146.375367, lauv-fridtjof, 71, 1481.640015
1756381146.433674, lauv-fridtjof, 71, 1481.709961
1756381146.492030, lauv-fridtjof, 71, 1481.819946
1756381146.550249, lauv-fridtjof, 71, 1481.849976
1756381146.555640, lauv-fridtjof, 61, 1496.266113
1756381146.600286, lauv-fridtjof, 71, 1481.890015
1756381146.658562, lauv-fridtjof, 71, 1481.900024
1756381146.716974, lauv-fridtjof, 71, 1481.859985
1756381146.776039, lauv-fridtjof, 71, 1481.790039
1756381146.809984, lauv-fridtjof, 61, 1496.266479
1756381146.825598, lauv-fridtjof, 71, 1481.640015
1756381146.883672, lauv-fridtjof, 71, 1481.520020
1756381146.941995, lauv-fridtjof, 71, 1481.329956
1756381147.000292, lauv-fridtjof, 71, 1481.319946
1756381147.050882, lauv-fridtjof, 71, 1481.319946
1756381147.064686, lauv-fridtjof, 61, 1496.261597
1756381147.108602, lauv-fridtjof, 71, 1481.319946
1756381147.166935, lauv-fridtjof, 71, 1481.339966
1756381147.226134, lauv-fridtjof, 71, 1481.339966
1756381147.275712, lauv-fridtjof, 71, 1481.339966
1756381147.317890, lauv-fridtjof, 61, 1496.244141
1756381147.333691, lauv-fridtjof, 71, 1481.339966
1756381147.392166, lauv-fridtjof, 71, 1481.369995
1756381147.450255, lauv-fridtjof, 71, 1481.369995
1756381147.500249, lauv-fridtjof, 71, 1481.339966
1756381147.558594, lauv-fridtjof, 71, 1481.349976
1756381147.569095, lauv-fridtjof, 61, 1496.225586
1756381147.617001, lauv-fridtjof, 71, 1481.329956
1756381147.675370, lauv-fridtjof, 71, 1481.339966
1756381147.725632, lauv-fridtjof, 71, 1481.229980
1756381147.783582, lauv-fridtjof, 71, 1481.199951
1756381147.823575, lauv-fridtjof, 61, 1496.203857
1756381147.841970, lauv-fridtjof, 71, 1481.260010
1756381147.900418, lauv-fridtjof, 71, 1481.270020
1756381147.950272, lauv-fridtjof, 71, 1481.349976
1756381148.008593, lauv-fridtjof, 71, 1481.410034
1756381148.067010, lauv-fridtjof, 71, 1481.500000
1756381148.076246, lauv-fridtjof, 61, 1496.179565
1756381148.125571, lauv-fridtjof, 71, 1481.540039
1756381148.175360, lauv-fridtjof, 71, 1481.640015
1756381148.233735, lauv-fridtjof, 71, 1481.670044
1756381148.292041, lauv-fridtjof, 71, 1481.719971
1756381148.330599, lauv-fridtjof, 61, 1496.162964
1756381148.350807, lauv-fridtjof, 71, 1481.739990
1756381148.400664, lauv-fridtjof, 71, 1481.800049
1756381148.458599, lauv-fridtjof, 71, 1481.829956
1756381148.516973, lauv-fridtjof, 71, 1481.930054
1756381148.575350, lauv-fridtjof, 71, 1481.989990
1756381148.583600, lauv-fridtjof, 61, 1496.128540
1756381148.625758, lauv-fridtjof, 71, 1482.060059
1756381148.683591, lauv-fridtjof, 71, 1482.060059
1756381148.741947, lauv-fridtjof, 71, 1482.050049
1756381148.800267, lauv-fridtjof, 71, 1482.040039
1756381148.837495, lauv-fridtjof, 61, 1496.087769
1756381148.850279, lauv-fridtjof, 71, 1481.979980
1756381148.908642, lauv-fridtjof, 71, 1481.959961
1756381148.967783, lauv-fridtjof, 71, 1481.939941
1756381149.025830, lauv-fridtjof, 71, 1481.930054
1756381149.075438, lauv-fridtjof, 71, 1481.920044
1756381149.090715, lauv-fridtjof, 61, 1496.061646
1756381149.133691, lauv-fridtjof, 71, 1481.920044
1756381149.192010, lauv-fridtjof, 71, 1481.859985
1756381149.250251, lauv-fridtjof, 71, 1481.810059
1756381149.300256, lauv-fridtjof, 71, 1481.699951
1756381149.345074, lauv-fridtjof, 61, 1496.032227
1756381149.358634, lauv-fridtjof, 71, 1481.619995
1756381149.417034, lauv-fridtjof, 71, 1481.420044
1756381149.475821, lauv-fridtjof, 71, 1481.380005
1756381149.526123, lauv-fridtjof, 71, 1481.369995
1756381149.583665, lauv-fridtjof, 71, 1481.359985
1756381149.596613, lauv-fridtjof, 61, 1495.995361
1756381149.642035, lauv-fridtjof, 71, 1481.329956
1756381149.700298, lauv-fridtjof, 71, 1481.319946
1756381149.750261, lauv-fridtjof, 71, 1481.319946
1756381149.808601, lauv-fridtjof, 71, 1481.319946
1756381149.849556, lauv-fridtjof, 61, 1495.959473
1756381149.866991, lauv-fridtjof, 71, 1481.310059
1756381149.925966, lauv-fridtjof, 71, 1481.329956
1756381149.975922, lauv-fridtjof, 71, 1481.319946
1756381150.033688, lauv-fridtjof, 71, 1481.310059
1756381150.092007, lauv-fridtjof, 71, 1481.310059
1756381150.104337, lauv-fridtjof, 61, 1495.954102
1756381150.150293, lauv-fridtjof, 71, 1481.310059
1756381150.200269, lauv-fridtjof, 71, 1481.310059
1756381150.258632, lauv-fridtjof, 71, 1481.300049
1756381150.316985, lauv-fridtjof, 71, 1481.300049
1756381150.360657, lauv-fridtjof, 61, 1495.938965
1756381150.375360, lauv-fridtjof, 71, 1481.319946
1756381150.425993, lauv-fridtjof, 71, 1481.310059
1756381150.485317, lauv-fridtjof, 71, 1481.310059
1756381150.541966, lauv-fridtjof, 71, 1481.319946
1756381150.600241, lauv-fridtjof, 71, 1481.310059
1756381150.614791, lauv-fridtjof, 61, 1495.923828
1756381150.650259, lauv-fridtjof, 71, 1481.280029
1756381150.708617, lauv-fridtjof, 71, 1481.290039
1756381150.767004, lauv-fridtjof, 71, 1481.280029
1756381150.826964, lauv-fridtjof, 71, 1481.270020
1756381150.864586, lauv-fridtjof, 61, 1495.892456
1756381150.875364, lauv-fridtjof, 71, 1481.229980
1756381150.933665, lauv-fridtjof, 71, 1481.229980
1756381150.992043, lauv-fridtjof, 71, 1481.229980
1756381151.050251, lauv-fridtjof, 71, 1481.219971
1756381151.100254, lauv-fridtjof, 71, 1481.250000
1756381151.118387, lauv-fridtjof, 61, 1495.894775
1756381151.158580, lauv-fridtjof, 71, 1481.270020
1756381151.216995, lauv-fridtjof, 71, 1481.280029
1756381151.275381, lauv-fridtjof, 71, 1481.290039
1756381151.326908, lauv-fridtjof, 71, 1481.300049
1756381151.374694, lauv-fridtjof, 61, 1495.880981
1756381151.383629, lauv-fridtjof, 71, 1481.300049
1756381151.441949, lauv-fridtjof, 71, 1481.290039
1756381151.500320, lauv-fridtjof, 71, 1481.300049
1756381151.550436, lauv-fridtjof, 71, 1481.329956
1756381151.608656, lauv-fridtjof, 71, 1481.310059
1756381151.626962, lauv-fridtjof, 61, 1495.885620
1756381151.666955, lauv-fridtjof, 71, 1481.359985
1756381151.725304, lauv-fridtjof, 71, 1481.380005
1756381151.775362, lauv-fridtjof, 71, 1481.319946
1756381151.833792, lauv-fridtjof, 71, 1481.319946
1756381151.879985, lauv-fridtjof, 61, 1495.877808
1756381151.892076, lauv-fridtjof, 71, 1481.290039
1756381151.950301, lauv-fridtjof, 71, 1481.270020
1756381152.000305, lauv-fridtjof, 71, 1481.290039
1756381152.058589, lauv-fridtjof, 71, 1481.310059
1756381152.116982, lauv-fridtjof, 71, 1481.319946
1756381152.134373, lauv-fridtjof, 61, 1495.879395
1756381152.175380, lauv-fridtjof, 71, 1481.349976
1756381152.226789, lauv-fridtjof, 71, 1481.400024
1756381152.283594, lauv-fridtjof, 71, 1481.369995
1756381152.341977, lauv-fridtjof, 71, 1481.310059
1756381152.388869, lauv-fridtjof, 61, 1495.874634
1756381152.400305, lauv-fridtjof, 71, 1481.300049
1756381152.450261, lauv-fridtjof, 71, 1481.260010
1756381152.508580, lauv-fridtjof, 71, 1481.250000
1756381152.566967, lauv-fridtjof, 71, 1481.280029
1756381152.627036, lauv-fridtjof, 71, 1481.280029
1756381152.639752, lauv-fridtjof, 61, 1495.879272
1756381152.675737, lauv-fridtjof, 71, 1481.290039
1756381152.733707, lauv-fridtjof, 71, 1481.290039
1756381152.792061, lauv-fridtjof, 71, 1481.300049
1756381152.850268, lauv-fridtjof, 71, 1481.300049
1756381152.892982, lauv-fridtjof, 61, 1495.885620
1756381152.900377, lauv-fridtjof, 71, 1481.319946
1756381152.958625, lauv-fridtjof, 71, 1481.319946
1756381153.017002, lauv-fridtjof, 71, 1481.319946
1756381153.075413, lauv-fridtjof, 71, 1481.319946
1756381153.125341, lauv-fridtjof, 71, 1481.319946
1756381153.147295, lauv-fridtjof, 61, 1495.887939
1756381153.183675, lauv-fridtjof, 71, 1481.319946
