timestamp (seconds since 01/01/1970), system, entity , value (m)
1756381433.197942, lauv-fridtjof, 71, 4.824999
1756381433.257058, lauv-fridtjof, 71, 4.834947
1756381433.314704, lauv-fridtjof, 71, 4.824999
1756381433.364672, lauv-fridtjof, 71, 4.824999
1756381433.422958, lauv-fridtjof, 71, 4.815050
1756381433.481369, lauv-fridtjof, 71, 4.815050
1756381433.539613, lauv-fridtjof, 71, 4.805102
1756381433.589633, lauv-fridtjof, 71, 4.815050
1756381433.647984, lauv-fridtjof, 71, 4.815050
1756381433.706293, lauv-fridtjof, 71, 4.815050
1756381433.764698, lauv-fridtjof, 71, 4.815050
1756381433.814674, lauv-fridtjof, 71, 4.805102
1756381433.873007, lauv-fridtjof, 71, 4.805102
1756381433.931425, lauv-fridtjof, 71, 4.795153
1756381433.989632, lauv-fridtjof, 71, 4.795153
1756381434.039775, lauv-fridtjof, 71, 4.805102
1756381434.098086, lauv-fridtjof, 71, 4.805102
1756381434.156275, lauv-fridtjof, 71, 4.805102
1756381434.214687, lauv-fridtjof, 71, 4.795153
1756381434.264874, lauv-fridtjof, 71, 4.795153
1756381434.322977, lauv-fridtjof, 71, 4.795153
1756381434.381356, lauv-fridtjof, 71, 4.795153
1756381434.439727, lauv-fridtjof, 71, 4.795153
1756381434.489626, lauv-fridtjof, 71, 4.795153
1756381434.547933, lauv-fridtjof, 71, 4.795153
1756381434.606315, lauv-fridtjof, 71, 4.785205
1756381434.664683, lauv-fridtjof, 71, 4.795153
1756381434.714713, lauv-fridtjof, 71, 4.785205
1756381434.773006, lauv-fridtjof, 71, 4.785205
1756381434.831408, lauv-fridtjof, 71, 4.785205
1756381434.889632, lauv-fridtjof, 71, 4.785205
1756381434.939615, lauv-fridtjof, 71, 4.785205
1756381434.998065, lauv-fridtjof, 71, 4.785205
1756381435.056356, lauv-fridtjof, 71, 4.775257
1756381435.114768, lauv-fridtjof, 71, 4.775257
1756381435.164638, lauv-fridtjof, 71, 4.775257
1756381435.222966, lauv-fridtjof, 71, 4.765308
1756381435.281343, lauv-fridtjof, 71, 4.775257
1756381435.339619, lauv-fridtjof, 71, 4.785205
1756381435.389697, lauv-fridtjof, 71, 4.775257
1756381435.447993, lauv-fridtjof, 71, 4.765308
1756381435.506679, lauv-fridtjof, 71, 4.765308
1756381435.564651, lauv-fridtjof, 71, 4.765308
1756381435.614680, lauv-fridtjof, 71, 4.765308
1756381435.672992, lauv-fridtjof, 71, 4.765308
1756381435.731415, lauv-fridtjof, 71, 4.765308
1756381435.789674, lauv-fridtjof, 71, 4.765308
1756381435.839762, lauv-fridtjof, 71, 4.765308
1756381435.897982, lauv-fridtjof, 71, 4.765308
1756381435.956287, lauv-fridtjof, 71, 4.765308
1756381436.014655, lauv-fridtjof, 71, 4.755360
1756381436.064688, lauv-fridtjof, 71, 4.745411
1756381436.123064, lauv-fridtjof, 71, 4.755360
1756381436.181395, lauv-fridtjof, 71, 4.755360
1756381436.240665, lauv-fridtjof, 71, 4.745411
1756381436.289660, lauv-fridtjof, 71, 4.745411
1756381436.347969, lauv-fridtjof, 71, 4.745411
1756381436.406359, lauv-fridtjof, 71, 4.745411
1756381436.464887, lauv-fridtjof, 71, 4.735463
1756381436.514707, lauv-fridtjof, 71, 4.735463
1756381436.572998, lauv-fridtjof, 71, 4.735463
1756381436.631468, lauv-fridtjof, 71, 4.735463
1756381436.689672, lauv-fridtjof, 71, 4.735463
1756381436.739726, lauv-fridtjof, 71, 4.735463
1756381436.797939, lauv-fridtjof, 71, 4.735463
1756381436.856359, lauv-fridtjof, 71, 4.735463
1756381436.914725, lauv-fridtjof, 71, 4.735463
1756381436.964662, lauv-fridtjof, 71, 4.735463
1756381437.023120, lauv-fridtjof, 71, 4.735463
1756381437.081358, lauv-fridtjof, 71, 4.735463
1756381437.139626, lauv-fridtjof, 71, 4.735463
1756381437.189706, lauv-fridtjof, 71, 4.735463
1756381437.248001, lauv-fridtjof, 71, 4.735463
1756381437.307869, lauv-fridtjof, 71, 4.725514
1756381437.364645, lauv-fridtjof, 71, 4.725514
1756381437.414709, lauv-fridtjof, 71, 4.735463
1756381437.473004, lauv-fridtjof, 71, 4.725514
1756381437.531421, lauv-fridtjof, 71, 4.725514
1756381437.589727, lauv-fridtjof, 71, 4.725514
1756381437.639754, lauv-fridtjof, 71, 4.725514
1756381437.697954, lauv-fridtjof, 71, 4.725514
1756381437.756311, lauv-fridtjof, 71, 4.715566
1756381437.814802, lauv-fridtjof, 71, 4.715566
1756381437.864711, lauv-fridtjof, 71, 4.725514
1756381437.922966, lauv-fridtjof, 71, 4.715566
1756381437.981345, lauv-fridtjof, 71, 4.715566
1756381438.039666, lauv-fridtjof, 71, 4.715566
1756381438.090034, lauv-fridtjof, 71, 4.715566
1756381438.147971, lauv-fridtjof, 71, 4.715566
1756381438.206293, lauv-fridtjof, 71, 4.705617
1756381438.264721, lauv-fridtjof, 71, 4.705617
1756381438.314702, lauv-fridtjof, 71, 4.715566
1756381438.373029, lauv-fridtjof, 71, 4.715566
1756381438.431474, lauv-fridtjof, 71, 4.715566
1756381438.489612, lauv-fridtjof, 71, 4.715566
1756381438.539665, lauv-fridtjof, 71, 4.705617
1756381438.597994, lauv-fridtjof, 71, 4.705617
1756381438.656349, lauv-fridtjof, 71, 4.705617
1756381438.714702, lauv-fridtjof, 71, 4.705617
1756381438.764658, lauv-fridtjof, 71, 4.715566
1756381438.822975, lauv-fridtjof, 71, 4.705617
1756381438.881373, lauv-fridtjof, 71, 4.715566
1756381438.939645, lauv-fridtjof, 71, 4.715566
1756381438.989651, lauv-fridtjof, 71, 4.705617
1756381439.048426, lauv-fridtjof, 71, 4.705617
1756381439.106358, lauv-fridtjof, 71, 4.715566
1756381439.164669, lauv-fridtjof, 71, 4.715566
1756381439.214739, lauv-fridtjof, 71, 4.695669
1756381439.273034, lauv-fridtjof, 71, 4.705617
1756381439.331377, lauv-fridtjof, 71, 4.705617
1756381439.389620, lauv-fridtjof, 71, 4.705617
1756381439.439765, lauv-fridtjof, 71, 4.715566
1756381439.497948, lauv-fridtjof, 71, 4.715566
1756381439.556491, lauv-fridtjof, 71, 4.705617
1756381439.614715, lauv-fridtjof, 71, 4.705617
1756381439.664706, lauv-fridtjof, 71, 4.715566
1756381439.722974, lauv-fridtjof, 71, 4.715566
1756381439.781396, lauv-fridtjof, 71, 4.715566
1756381439.839792, lauv-fridtjof, 71, 4.715566
1756381439.889642, lauv-fridtjof, 71, 4.715566
1756381439.947944, lauv-fridtjof, 71, 4.715566
1756381440.006298, lauv-fridtjof, 71, 4.705617
1756381440.064724, lauv-fridtjof, 71, 4.715566
1756381440.114746, lauv-fridtjof, 71, 4.715566
1756381440.173843, lauv-fridtjof, 71, 4.705617
1756381440.231745, lauv-fridtjof, 71, 4.715566
1756381440.289644, lauv-fridtjof, 71, 4.715566
1756381440.339633, lauv-fridtjof, 71, 4.715566
1756381440.397983, lauv-fridtjof, 71, 4.715566
1756381440.456341, lauv-fridtjof, 71, 4.715566
1756381440.514710, lauv-fridtjof, 71, 4.715566
1756381440.564677, lauv-fridtjof, 71, 4.715566
1756381440.623039, lauv-fridtjof, 71, 4.715566
1756381440.681406, lauv-fridtjof, 71, 4.705617
1756381440.739717, lauv-fridtjof, 71, 4.715566
1756381440.789623, lauv-fridtjof, 71, 4.725514
1756381440.848000, lauv-fridtjof, 71, 4.715566
1756381440.906299, lauv-fridtjof, 71, 4.715566
1756381440.964658, lauv-fridtjof, 71, 4.715566
1756381441.014710, lauv-fridtjof, 71, 4.715566
1756381441.073025, lauv-fridtjof, 71, 4.715566
1756381441.131539, lauv-fridtjof, 71, 4.715566
1756381441.189636, lauv-fridtjof, 71, 4.725514
1756381441.239757, lauv-fridtjof, 71, 4.725514
1756381441.298039, lauv-fridtjof, 71, 4.715566
1756381441.356315, lauv-fridtjof, 71, 4.715566
1756381441.414713, lauv-fridtjof, 71, 4.725514
1756381441.464752, lauv-fridtjof, 71, 4.725514
1756381441.523074, lauv-fridtjof, 71, 4.715566
1756381441.581387, lauv-fridtjof, 71, 4.715566
1756381441.639812, lauv-fridtjof, 71, 4.715566
1756381441.689725, lauv-fridtjof, 71, 4.715566
1756381441.748012, lauv-fridtjof, 71, 4.715566
1756381441.806331, lauv-fridtjof, 71, 4.725514
1756381441.864915, lauv-fridtjof, 71, 4.725514
1756381441.914764, lauv-fridtjof, 71, 4.715566
1756381441.973000, lauv-fridtjof, 71, 4.715566
1756381442.031529, lauv-fridtjof, 71, 4.725514
1756381442.089683, lauv-fridtjof, 71, 4.725514
1756381442.139692, lauv-fridtjof, 71, 4.715566
1756381442.198061, lauv-fridtjof, 71, 4.715566
1756381442.256361, lauv-fridtjof, 71, 4.725514
1756381442.314737, lauv-fridtjof, 71, 4.725514
1756381442.364690, lauv-fridtjof, 71, 4.735463
1756381442.423008, lauv-fridtjof, 71, 4.735463
1756381442.481352, lauv-fridtjof, 71, 4.735463
1756381442.539640, lauv-fridtjof, 71, 4.725514
1756381442.589680, lauv-fridtjof, 71, 4.735463
1756381442.648016, lauv-fridtjof, 71, 4.735463
1756381442.706351, lauv-fridtjof, 71, 4.735463
1756381442.764737, lauv-fridtjof, 71, 4.735463
1756381442.814820, lauv-fridtjof, 71, 4.725514
1756381442.873024, lauv-fridtjof, 71, 4.735463
1756381442.931400, lauv-fridtjof, 71, 4.735463
1756381442.989702, lauv-fridtjof, 71, 4.735463
1756381443.039758, lauv-fridtjof, 71, 4.735463
1756381443.098008, lauv-fridtjof, 71, 4.735463
1756381443.156325, lauv-fridtjof, 71, 4.735463
1756381443.214770, lauv-fridtjof, 71, 4.735463
1756381443.265142, lauv-fridtjof, 71, 4.735463
1756381443.322995, lauv-fridtjof, 71, 4.735463
1756381443.381407, lauv-fridtjof, 71, 4.745411
1756381443.439772, lauv-fridtjof, 71, 4.745411
1756381443.489753, lauv-fridtjof, 71, 4.745411
1756381443.547967, lauv-fridtjof, 71, 4.735463
1756381443.606306, lauv-fridtjof, 71, 4.735463
1756381443.664733, lauv-fridtjof, 71, 4.735463
1756381443.714738, lauv-fridtjof, 71, 4.745411
1756381443.773137, lauv-fridtjof, 71, 4.745411
1756381443.831476, lauv-fridtjof, 71, 4.745411
1756381443.889712, lauv-fridtjof, 71, 4.745411
1756381443.939683, lauv-fridtjof, 71, 4.745411
1756381443.998018, lauv-fridtjof, 71, 4.755360
1756381444.056375, lauv-fridtjof, 71, 4.755360
1756381444.114735, lauv-fridtjof, 71, 4.745411
1756381444.164724, lauv-fridtjof, 71, 4.745411
1756381444.223000, lauv-fridtjof, 71, 4.745411
1756381444.281327, lauv-fridtjof, 71, 4.755360
1756381444.339652, lauv-fridtjof, 71, 4.745411
1756381444.389723, lauv-fridtjof, 71, 4.755360
1756381444.448017, lauv-fridtjof, 71, 4.765308
1756381444.506307, lauv-fridtjof, 71, 4.765308
1756381444.564702, lauv-fridtjof, 71, 4.765308
1756381444.614708, lauv-fridtjof, 71, 4.765308
1756381444.673024, lauv-fridtjof, 71, 4.765308
1756381444.731418, lauv-fridtjof, 71, 4.765308
1756381444.789751, lauv-fridtjof, 71, 4.765308
1756381444.839769, lauv-fridtjof, 71, 4.765308
1756381444.897964, lauv-fridtjof, 71, 4.765308
1756381444.956497, lauv-fridtjof, 71, 4.765308
1756381445.014704, lauv-fridtjof, 71, 4.765308
1756381445.064740, lauv-fridtjof, 71, 4.765308
1756381445.123174, lauv-fridtjof, 71, 4.765308
1756381445.181330, lauv-fridtjof, 71, 4.765308
1756381445.239770, lauv-fridtjof, 71, 4.775257
1756381445.289714, lauv-fridtjof, 71, 4.765308
1756381445.348024, lauv-fridtjof, 71, 4.765308
1756381445.406310, lauv-fridtjof, 71, 4.775257
1756381445.464719, lauv-fridtjof, 71, 4.775257
1756381445.514716, lauv-fridtjof, 71, 4.775257
1756381445.573029, lauv-fridtjof, 71, 4.775257
1756381445.631525, lauv-fridtjof, 71, 4.765308
1756381445.689742, lauv-fridtjof, 71, 4.775257
1756381445.739646, lauv-fridtjof, 71, 4.775257
1756381445.798104, lauv-fridtjof, 71, 4.775257
1756381445.856933, lauv-fridtjof, 71, 4.785205
1756381445.914930, lauv-fridtjof, 71, 4.785205
1756381445.964802, lauv-fridtjof, 71, 4.785205
1756381446.023141, lauv-fridtjof, 71, 4.775257
1756381446.081328, lauv-fridtjof, 71, 4.785205
1756381446.139669, lauv-fridtjof, 71, 4.785205
1756381446.189760, lauv-fridtjof, 71, 4.785205
1756381446.248044, lauv-fridtjof, 71, 4.785205
1756381446.307773, lauv-fridtjof, 71, 4.785205
1756381446.364670, lauv-fridtjof, 71, 4.785205
1756381446.414717, lauv-fridtjof, 71, 4.795153
1756381446.473075, lauv-fridtjof, 71, 4.795153
1756381446.531426, lauv-fridtjof, 71, 4.795153
1756381446.589680, lauv-fridtjof, 71, 4.795153
1756381446.639779, lauv-fridtjof, 71, 4.785205
1756381446.697984, lauv-fridtjof, 71, 4.785205
1756381446.756341, lauv-fridtjof, 71, 4.795153
1756381446.818949, lauv-fridtjof, 71, 4.795153
1756381446.865397, lauv-fridtjof, 71, 4.795153
1756381446.923010, lauv-fridtjof, 71, 4.795153
1756381446.981322, lauv-fridtjof, 71, 4.795153
1756381447.039797, lauv-fridtjof, 71, 4.795153
1756381447.089820, lauv-fridtjof, 71, 4.795153
1756381447.147993, lauv-fridtjof, 71, 4.795153
1756381447.206349, lauv-fridtjof, 71, 4.805102
1756381447.264722, lauv-fridtjof, 71, 4.805102
1756381447.314722, lauv-fridtjof, 71, 4.805102
1756381447.373033, lauv-fridtjof, 71, 4.805102
1756381447.431540, lauv-fridtjof, 71, 4.805102
1756381447.489692, lauv-fridtjof, 71, 4.805102
1756381447.539648, lauv-fridtjof, 71, 4.805102
1756381447.598003, lauv-fridtjof, 71, 4.805102
1756381447.656395, lauv-fridtjof, 71, 4.815050
1756381447.714733, lauv-fridtjof, 71, 4.815050
1756381447.764743, lauv-fridtjof, 71, 4.805102
1756381447.823053, lauv-fridtjof, 71, 4.805102
1756381447.881340, lauv-fridtjof, 71, 4.805102
1756381447.939655, lauv-fridtjof, 71, 4.805102
1756381447.989717, lauv-fridtjof, 71, 4.805102
1756381448.048067, lauv-fridtjof, 71, 4.815050
1756381448.106546, lauv-fridtjof, 71, 4.815050
1756381448.164692, lauv-fridtjof, 71, 4.815050
1756381448.214765, lauv-fridtjof, 71, 4.815050
1756381448.273449, lauv-fridtjof, 71, 4.815050
1756381448.331451, lauv-fridtjof, 71, 4.805102
1756381448.389750, lauv-fridtjof, 71, 4.815050
1756381448.439766, lauv-fridtjof, 71, 4.815050
1756381448.498050, lauv-fridtjof, 71, 4.805102
1756381448.558905, lauv-fridtjof, 71, 4.815050
1756381448.614729, lauv-fridtjof, 71, 4.815050
1756381448.664737, lauv-fridtjof, 71, 4.805102
1756381448.723073, lauv-fridtjof, 71, 4.815050
1756381448.781381, lauv-fridtjof, 71, 4.815050
1756381448.839780, lauv-fridtjof, 71, 4.805102
1756381448.890737, lauv-fridtjof, 71, 4.795153
1756381448.947973, lauv-fridtjof, 71, 4.815050
1756381449.006305, lauv-fridtjof, 71, 4.815050
1756381449.064718, lauv-fridtjof, 71, 4.805102
1756381449.114775, lauv-fridtjof, 71, 4.805102
1756381449.173026, lauv-fridtjof, 71, 4.805102
1756381449.231505, lauv-fridtjof, 71, 4.795153
1756381449.289711, lauv-fridtjof, 71, 4.805102
1756381449.339772, lauv-fridtjof, 71, 4.795153
1756381449.398024, lauv-fridtjof, 71, 4.795153
1756381449.456372, lauv-fridtjof, 71, 4.795153
1756381449.514740, lauv-fridtjof, 71, 4.795153
1756381449.564723, lauv-fridtjof, 71, 4.795153
1756381449.623032, lauv-fridtjof, 71, 4.795153
1756381449.681347, lauv-fridtjof, 71, 4.795153
1756381449.739699, lauv-fridtjof, 71, 4.795153
1756381449.789705, lauv-fridtjof, 71, 4.795153
1756381449.848101, lauv-fridtjof, 71, 4.795153
1756381449.906330, lauv-fridtjof, 71, 4.795153
1756381449.964717, lauv-fridtjof, 71, 4.795153
1756381450.014719, lauv-fridtjof, 71, 4.795153
1756381450.073055, lauv-fridtjof, 71, 4.795153
1756381450.131433, lauv-fridtjof, 71, 4.785205
1756381450.189740, lauv-fridtjof, 71, 4.785205
1756381450.240143, lauv-fridtjof, 71, 4.785205
1756381450.298810, lauv-fridtjof, 71, 4.785205
1756381450.356333, lauv-fridtjof, 71, 4.785205
1756381450.414753, lauv-fridtjof, 71, 4.785205
1756381450.464726, lauv-fridtjof, 71, 4.795153
1756381450.523005, lauv-fridtjof, 71, 4.785205
1756381450.581337, lauv-fridtjof, 71, 4.785205
1756381450.639805, lauv-fridtjof, 71, 4.785205
1756381450.689719, lauv-fridtjof, 71, 4.785205
1756381450.747978, lauv-fridtjof, 71, 4.785205
1756381450.806340, lauv-fridtjof, 71, 4.785205
1756381450.864747, lauv-fridtjof, 71, 4.785205
1756381450.914757, lauv-fridtjof, 71, 4.775257
1756381450.973025, lauv-fridtjof, 71, 4.785205
1756381451.031527, lauv-fridtjof, 71, 4.775257
1756381451.089706, lauv-fridtjof, 71, 4.775257
1756381451.139727, lauv-fridtjof, 71, 4.775257
1756381451.198067, lauv-fridtjof, 71, 4.775257
1756381451.256399, lauv-fridtjof, 71, 4.785205
1756381451.314854, lauv-fridtjof, 71, 4.775257
1756381451.364695, lauv-fridtjof, 71, 4.785205
1756381451.423007, lauv-fridtjof, 71, 4.775257
1756381451.481339, lauv-fridtjof, 71, 4.775257
1756381451.539694, lauv-fridtjof, 71, 4.775257
1756381451.589812, lauv-fridtjof, 71, 4.765308
1756381451.648017, lauv-fridtjof, 71, 4.775257
1756381451.706424, lauv-fridtjof, 71, 4.775257
1756381451.764731, lauv-fridtjof, 71, 4.765308
1756381451.814737, lauv-fridtjof, 71, 4.765308
1756381451.873099, lauv-fridtjof, 71, 4.765308
1756381451.931516, lauv-fridtjof, 71, 4.765308
1756381451.989720, lauv-fridtjof, 71, 4.765308
1756381452.039808, lauv-fridtjof, 71, 4.765308
1756381452.097994, lauv-fridtjof, 71, 4.765308
1756381452.156332, lauv-fridtjof, 71, 4.765308
1756381452.214769, lauv-fridtjof, 71, 4.765308
1756381452.264776, lauv-fridtjof, 71, 4.755360
1756381452.323033, lauv-fridtjof, 71, 4.755360
1756381452.381379, lauv-fridtjof, 71, 4.765308
1756381452.439822, lauv-fridtjof, 71, 4.755360
1756381452.489671, lauv-fridtjof, 71, 4.765308
1756381452.547972, lauv-fridtjof, 71, 4.755360
1756381452.606358, lauv-fridtjof, 71, 4.755360
1756381452.664737, lauv-fridtjof, 71, 4.755360
1756381452.714779, lauv-fridtjof, 71, 4.745411
1756381452.774023, lauv-fridtjof, 71, 4.745411
1756381452.831512, lauv-fridtjof, 71, 4.755360
1756381452.889677, lauv-fridtjof, 71, 4.745411
1756381452.939721, lauv-fridtjof, 71, 4.745411
1756381452.999387, lauv-fridtjof, 71, 4.755360
1756381453.056388, lauv-fridtjof, 71, 4.755360
1756381453.114762, lauv-fridtjof, 71, 4.745411
1756381453.164737, lauv-fridtjof, 71, 4.745411
1756381453.223107, lauv-fridtjof, 71, 4.745411
1756381453.281357, lauv-fridtjof, 71, 4.745411
1756381453.339725, lauv-fridtjof, 71, 4.745411
1756381453.389696, lauv-fridtjof, 71, 4.745411
1756381453.448039, lauv-fridtjof, 71, 4.735463
1756381453.506336, lauv-fridtjof, 71, 4.735463
1756381453.564758, lauv-fridtjof, 71, 4.745411
1756381453.614736, lauv-fridtjof, 71, 4.745411
1756381453.673445, lauv-fridtjof, 71, 4.745411
1756381453.731519, lauv-fridtjof, 71, 4.745411
1756381453.789671, lauv-fridtjof, 71, 4.735463
1756381453.839784, lauv-fridtjof, 71, 4.735463
1756381453.897994, lauv-fridtjof, 71, 4.735463
1756381453.956337, lauv-fridtjof, 71, 4.745411
1756381454.015716, lauv-fridtjof, 71, 4.735463
1756381454.064791, lauv-fridtjof, 71, 4.735463
1756381454.122990, lauv-fridtjof, 71, 4.735463
1756381454.181346, lauv-fridtjof, 71, 4.725514
1756381454.239821, lauv-fridtjof, 71, 4.725514
1756381454.289748, lauv-fridtjof, 71, 4.735463
1756381454.348045, lauv-fridtjof, 71, 4.735463
1756381454.406344, lauv-fridtjof, 71, 4.725514
1756381454.464874, lauv-fridtjof, 71, 4.725514
1756381454.514875, lauv-fridtjof, 71, 4.725514
1756381454.573071, lauv-fridtjof, 71, 4.725514
1756381454.631495, lauv-fridtjof, 71, 4.725514
1756381454.689681, lauv-fridtjof, 71, 4.725514
1756381454.739737, lauv-fridtjof, 71, 4.735463
1756381454.799648, lauv-fridtjof, 71, 4.725514
1756381454.856408, lauv-fridtjof, 71, 4.725514
1756381454.914771, lauv-fridtjof, 71, 4.715566
1756381454.964709, lauv-fridtjof, 71, 4.715566
1756381455.023003, lauv-fridtjof, 71, 4.715566
1756381455.081346, lauv-fridtjof, 71, 4.715566
1756381455.139698, lauv-fridtjof, 71, 4.715566
1756381455.189843, lauv-fridtjof, 71, 4.715566
1756381455.248065, lauv-fridtjof, 71, 4.715566
1756381455.307579, lauv-fridtjof, 71, 4.705617
1756381455.364705, lauv-fridtjof, 71, 4.705617
1756381455.414766, lauv-fridtjof, 71, 4.695669
1756381455.473072, lauv-fridtjof, 71, 4.705617
1756381455.531529, lauv-fridtjof, 71, 4.705617
1756381455.590058, lauv-fridtjof, 71, 4.715566
1756381455.639867, lauv-fridtjof, 71, 4.715566
1756381455.697990, lauv-fridtjof, 71, 4.705617
1756381455.756356, lauv-fridtjof, 71, 4.695669
1756381455.814874, lauv-fridtjof, 71, 4.705617
1756381455.864748, lauv-fridtjof, 71, 4.705617
1756381455.923024, lauv-fridtjof, 71, 4.695669
1756381455.981333, lauv-fridtjof, 71, 4.695669
1756381456.039811, lauv-fridtjof, 71, 4.695669
1756381456.089856, lauv-fridtjof, 71, 4.695669
1756381456.147986, lauv-fridtjof, 71, 4.695669
1756381456.206388, lauv-fridtjof, 71, 4.705617
1756381456.264756, lauv-fridtjof, 71, 4.705617
1756381456.314771, lauv-fridtjof, 71, 4.695669
1756381456.373046, lauv-fridtjof, 71, 4.695669
1756381456.431510, lauv-fridtjof, 71, 4.695669
1756381456.489954, lauv-fridtjof, 71, 4.695669
1756381456.539721, lauv-fridtjof, 71, 4.705617
1756381456.598058, lauv-fridtjof, 71, 4.705617
1756381456.656400, lauv-fridtjof, 71, 4.695669
1756381456.714804, lauv-fridtjof, 71, 4.685720
1756381456.764743, lauv-fridtjof, 71, 4.695669
1756381456.823034, lauv-fridtjof, 71, 4.695669
1756381456.881350, lauv-fridtjof, 71, 4.685720
1756381456.939681, lauv-fridtjof, 71, 4.695669
1756381456.990236, lauv-fridtjof, 71, 4.695669
1756381457.048031, lauv-fridtjof, 71, 4.685720
1756381457.106351, lauv-fridtjof, 71, 4.685720
1756381457.164746, lauv-fridtjof, 71, 4.685720
1756381457.214810, lauv-fridtjof, 71, 4.685720
1756381457.273084, lauv-fridtjof, 71, 4.695669
1756381457.331445, lauv-fridtjof, 71, 4.695669
1756381457.390262, lauv-fridtjof, 71, 4.685720
1756381457.439801, lauv-fridtjof, 71, 4.685720
1756381457.498042, lauv-fridtjof, 71, 4.685720
1756381457.556471, lauv-fridtjof, 71, 4.685720
1756381457.614758, lauv-fridtjof, 71, 4.685720
1756381457.665902, lauv-fridtjof, 71, 4.695669
1756381457.723030, lauv-fridtjof, 71, 4.695669
1756381457.781370, lauv-fridtjof, 71, 4.685720
1756381457.839816, lauv-fridtjof, 71, 4.685720
1756381457.890301, lauv-fridtjof, 71, 4.685720
1756381457.948021, lauv-fridtjof, 71, 4.685720
1756381458.006339, lauv-fridtjof, 71, 4.685720
1756381458.064800, lauv-fridtjof, 71, 4.685720
1756381458.115277, lauv-fridtjof, 71, 4.695669
1756381458.173128, lauv-fridtjof, 71, 4.685720
1756381458.231541, lauv-fridtjof, 71, 4.685720
1756381458.290416, lauv-fridtjof, 71, 4.695669
1756381458.339689, lauv-fridtjof, 71, 4.695669
1756381458.398013, lauv-fridtjof, 71, 4.695669
1756381458.456435, lauv-fridtjof, 71, 4.695669
1756381458.514762, lauv-fridtjof, 71, 4.695669
1756381458.564735, lauv-fridtjof, 71, 4.695669
1756381458.623037, lauv-fridtjof, 71, 4.695669
1756381458.681399, lauv-fridtjof, 71, 4.695669
1756381458.739770, lauv-fridtjof, 71, 4.695669
1756381458.790751, lauv-fridtjof, 71, 4.685720
1756381458.848114, lauv-fridtjof, 71, 4.695669
1756381458.906373, lauv-fridtjof, 71, 4.695669
1756381458.965230, lauv-fridtjof, 71, 4.695669
1756381459.014761, lauv-fridtjof, 71, 4.695669
1756381459.073040, lauv-fridtjof, 71, 4.695669
1756381459.131463, lauv-fridtjof, 71, 4.695669
1756381459.191237, lauv-fridtjof, 71, 4.695669
1756381459.239798, lauv-fridtjof, 71, 4.695669
1756381459.297988, lauv-fridtjof, 71, 4.705617
1756381459.356385, lauv-fridtjof, 71, 4.705617
1756381459.414799, lauv-fridtjof, 71, 4.695669
1756381459.464796, lauv-fridtjof, 71, 4.705617
1756381459.523036, lauv-fridtjof, 71, 4.705617
1756381459.581401, lauv-fridtjof, 71, 4.695669
1756381459.639803, lauv-fridtjof, 71, 4.695669
1756381459.690166, lauv-fridtjof, 71, 4.705617
1756381459.748113, lauv-fridtjof, 71, 4.695669
1756381459.806420, lauv-fridtjof, 71, 4.705617
1756381459.864779, lauv-fridtjof, 71, 4.705617
1756381459.914774, lauv-fridtjof, 71, 4.705617
1756381459.973061, lauv-fridtjof, 71, 4.705617
1756381460.031532, lauv-fridtjof, 71, 4.705617
1756381460.089741, lauv-fridtjof, 71, 4.705617
1756381460.140499, lauv-fridtjof, 71, 4.695669
1756381460.198756, lauv-fridtjof, 71, 4.695669
1756381460.256421, lauv-fridtjof, 71, 4.705617
1756381460.314796, lauv-fridtjof, 71, 4.705617
1756381460.364760, lauv-fridtjof, 71, 4.715566
1756381460.423026, lauv-fridtjof, 71, 4.715566
1756381460.481374, lauv-fridtjof, 71, 4.715566
1756381460.539729, lauv-fridtjof, 71, 4.705617
1756381460.589754, lauv-fridtjof, 71, 4.705617
1756381460.648170, lauv-fridtjof, 71, 4.705617
1756381460.706358, lauv-fridtjof, 71, 4.705617
1756381460.764816, lauv-fridtjof, 71, 4.715566
1756381460.814799, lauv-fridtjof, 71, 4.705617
1756381460.873046, lauv-fridtjof, 71, 4.705617
1756381460.931474, lauv-fridtjof, 71, 4.715566
1756381460.989738, lauv-fridtjof, 71, 4.705617
1756381461.039802, lauv-fridtjof, 71, 4.715566
1756381461.098032, lauv-fridtjof, 71, 4.715566
1756381461.156366, lauv-fridtjof, 71, 4.715566
1756381461.214774, lauv-fridtjof, 71, 4.715566
1756381461.266008, lauv-fridtjof, 71, 4.715566
1756381461.323067, lauv-fridtjof, 71, 4.715566
1756381461.381378, lauv-fridtjof, 71, 4.705617
1756381461.439824, lauv-fridtjof, 71, 4.705617
1756381461.489782, lauv-fridtjof, 71, 4.715566
1756381461.548003, lauv-fridtjof, 71, 4.715566
1756381461.606359, lauv-fridtjof, 71, 4.715566
1756381461.664796, lauv-fridtjof, 71, 4.715566
1756381461.714766, lauv-fridtjof, 71, 4.715566
1756381461.773077, lauv-fridtjof, 71, 4.715566
1756381461.831469, lauv-fridtjof, 71, 4.715566
1756381461.889791, lauv-fridtjof, 71, 4.715566
1756381461.939762, lauv-fridtjof, 71, 4.715566
1756381461.998069, lauv-fridtjof, 71, 4.715566
1756381462.056422, lauv-fridtjof, 71, 4.715566
1756381462.114780, lauv-fridtjof, 71, 4.715566
1756381462.164747, lauv-fridtjof, 71, 4.715566
1756381462.223023, lauv-fridtjof, 71, 4.725514
