timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), x (m/s), y (m/s), z (m/s)
1756381027.063123, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.07159436, -0.03197572, 0.00934922
1756381027.256525, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.04197942, -0.09084581, -0.07658106
1756381027.462611, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.07663295, -0.06320007, -0.12599996
1756381027.654718, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.08956116, -0.00171584, -0.06763719
1756381027.854624, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.09931748, -0.02049181, 0.03670285
1756381028.052609, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.0792033, -0.00821254, 0.06689209
1756381028.254807, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.06246815, 0.00572179, 0.03513756
1756381028.454617, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.04684678, 0.00448202, 0.00307223
1756381028.655575, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.0275045, -0.03084839, -0.03036786
1756381028.853619, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.05667075, -0.07425103, -0.06191425
1756381029.057851, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.08472151, -0.06337162, -0.03174388
1756381029.254725, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.09827632, -0.03811147, -0.0162696
1756381029.458404, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.10595021, -0.03230333, -0.03767226
1756381029.653426, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.11011635, -0.04415743, -0.04349573
1756381029.858912, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.09736228, -0.04500616, -0.04015983
1756381030.055303, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.08743513, -0.04788024, -0.04879055
1756381030.255064, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.10057995, 0.04367204, 0.04003174
1756381030.454578, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.04251346, 0.02387324, 0.11083409
1756381030.655793, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.01307379, -0.06184747, 0.01891631
1756381030.853374, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.03685903, -0.08745177, -0.11429544
1756381031.057528, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.07931071, -0.06374318, -0.12525761
1756381031.252894, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.11399872, -0.03686397, -0.00473316
1756381031.457149, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.13239367, -0.08869958, 0.05147054
1756381031.652799, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.10930969, -0.09811306, 0.03310237
1756381031.858042, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.06991383, -0.04505671, -0.01521092
1756381032.053655, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.05080543, -0.03773962, -0.04511826
1756381032.257059, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.04006981, -0.03168321, -0.04779119
1756381032.453731, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.03424712, -0.04974787, -0.02121256
1756381032.657010, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.05229967, -0.06780648, -0.01022721
1756381032.857171, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.05030748, -0.07852823, -0.01581726
1756381033.055932, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.02521576, -0.08946702, -0.02514418
1756381033.255164, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, -0.0033846, -0.0462694, -0.02323398
1756381033.456678, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.00098336, -0.0264554, -0.04110508
1756381033.653830, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.05596616, -0.03495737, -0.01532652
1756381033.858005, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.1251888, -0.07495675, 0.05219074
1756381034.054100, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.23828378, -0.05385008, 0.074931
1756381034.255834, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.33884996, -0.07863255, 0.02563193
1756381034.457158, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.44199887, -0.06719685, -0.04827956
1756381034.662417, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.50766885, -0.05983818, -0.07819408
1756381034.857897, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.53128231, -0.01433153, 0.00080639
1756381035.058516, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.60600126, -0.04306847, 0.01436113
1756381035.254417, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.68106163, -0.02450004, -0.05657049
1756381035.457319, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.75502688, -0.02625149, -0.054128
1756381035.658015, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.74139249, -0.02570438, 0.02411157
1756381035.856908, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.7712512, -0.02177171, 0.01321691
1756381036.056440, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.80391014, -0.00506486, -0.05194826
1756381036.252386, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.81187248, 0.02385139, -0.07382272
1756381036.459119, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.80845463, 0.00041388, -0.03854751
1756381036.655392, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.84617281, -0.00877587, -0.02706183
1756381036.859491, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.85372365, -0.01297837, -0.06701322
1756381037.054386, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.90220809, -0.03334042, -0.07595809
1756381037.256480, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.92661053, 0.07484227, -0.07145219
1756381037.454510, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.89454842, 0.00994232, -0.0369974
1756381037.654123, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.92502332, 0.01760605, -0.09930272
1756381037.856299, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.9828487, 0.02862212, -0.10240069
1756381038.056659, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 0.98142356, 0.07494479, -0.01475506
1756381038.257881, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.06850457, 0.02667308, -0.00402786
1756381038.451955, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.16524744, 0.00321341, -0.06455265
1756381038.653468, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.18103087, 0.06468007, -0.08190251
1756381038.856079, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.11548543, 0.09140497, -0.03664135
1756381039.055146, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.11197233, 0.07860848, -0.03422177
1756381039.255557, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.14896917, 0.09772995, -0.04163443
1756381039.454427, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.2334882, 0.06192717, -0.07648925
1756381039.657023, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.35179138, 0.07064164, -0.07434455
1756381039.856422, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.42229676, 0.11343369, -0.0728559
1756381040.055389, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.45714271, 0.06976452, -0.07364542
1756381040.258237, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.52890837, 0.07825413, -0.08588781
1756381040.452730, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.54074657, 0.12113479, -0.07017374
1756381040.656239, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.53348362, 0.13900551, -0.06687252
1756381040.855679, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.55103278, 0.12857419, -0.10695992
1756381041.064889, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.60631251, 0.08551246, -0.11059579
1756381041.261224, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.57227349, 0.10664201, -0.09973835
1756381041.465381, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.60135293, 0.09152126, -0.10722861
1756381041.660044, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64664543, 0.06942594, -0.10850778
1756381041.856606, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.72201419, 0.14818153, -0.09647622
1756381042.059495, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.75933683, 0.12772825, -0.09991613
1756381042.257258, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.80498874, 0.1238319, -0.09926474
1756381042.458666, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.7922672, 0.07623732, -0.07765877
1756381042.655263, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.83833563, 0.08785799, -0.06237911
1756381042.855881, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.8714087, 0.05572683, -0.07104652
1756381043.055574, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.93081701, 0.05847931, -0.08231778
1756381043.257581, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.89674282, 0.00401092, -0.08282089
1756381043.451910, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.90653419, 0.02351171, -0.08344045
1756381043.656582, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.94335139, 0.02184081, -0.0565924
1756381043.855466, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.95383072, 0.0399887, -0.06017758
1756381044.059718, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98226285, 0.05034024, -0.06232888
1756381044.253366, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.93524766, 0.0254966, -0.04620074
1756381044.459006, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.0046525, 0.04142535, -0.053151
1756381044.654059, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.9986788, 0.02343702, -0.04711115
1756381044.857748, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00703311, 0.0189926, -0.0379415
1756381045.055149, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99427903, 0.04881638, -0.04016851
1756381045.258734, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02433825, 0.06697178, -0.0379121
1756381045.454520, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03649974, 0.07559651, -0.03366113
1756381045.657401, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03708601, 0.10201317, -0.03653771
1756381045.852677, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05426693, 0.0689922, -0.04013516
1756381046.058028, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99887955, 0.09869781, -0.03144602
1756381046.256295, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02676821, 0.09127355, -0.02444157
1756381046.458421, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02323318, 0.10319501, -0.03850298
1756381046.654095, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01979256, 0.08544445, -0.03971829
1756381046.857890, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05462766, 0.11655086, -0.0414822
1756381047.057084, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99836481, 0.05276144, -0.04995756
1756381047.252669, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98533905, 0.07990879, -0.04354008
1756381047.456290, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02124071, 0.03382397, -0.06485868
1756381047.652895, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.06527185, 0.04076731, -0.06975044
1756381047.857610, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03766274, 0.04618716, -0.05870113
1756381048.055978, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05176306, 0.06159109, -0.07187279
1756381048.254492, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01958084, 0.05165988, -0.06941356
1756381048.458670, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03490448, 0.09579724, -0.08012877
1756381048.654449, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.04807425, 0.05083209, -0.08178663
1756381048.859639, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.04920197, 0.05647475, -0.074793
1756381049.054031, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00783134, 0.08395642, -0.0718762
1756381049.255957, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05322075, 0.01575148, -0.08528927
1756381049.451733, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00899649, 0.03045481, -0.08377077
1756381049.657980, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99508369, 0.05487597, -0.09089746
1756381049.854758, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.06098604, 0.0495528, -0.08375408
1756381050.057476, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05526066, 0.10228115, -0.0867953
1756381050.253384, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00926995, 0.06073111, -0.09880559
1756381050.458143, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02995324, 0.06983066, -0.08044229
1756381050.657027, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.07853794, 0.04143029, -0.07896662
1756381050.854753, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98539531, 0.05836767, -0.07848176
1756381051.057666, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.06108832, -0.00403225, -0.07234131
1756381051.253448, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03961253, 0.02529663, -0.07017617
1756381051.455892, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.0322938, 0.02803516, -0.07102185
1756381051.656718, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.06904793, 0.02398884, -0.07332908
1756381051.856290, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05410361, 0.02863616, -0.07508156
1756381052.055628, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02053738, 0.0280323, -0.07741737
1756381052.258304, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.05428004, 0.06544679, -0.06143802
1756381052.455990, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03682613, 0.03654587, -0.08250126
1756381052.658133, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02874994, 0.02097523, -0.06625631
1756381052.856326, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00782561, -0.00045282, -0.06970623
1756381053.061371, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03005075, 0.03789109, -0.06548892
1756381053.255985, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02215123, 0.0099448, -0.06519268
1756381053.458086, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03882217, 0.03735274, -0.06708834
1756381053.656828, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02677584, 0.00833392, -0.07125485
1756381053.858246, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03781652, 0.02725118, -0.06183814
1756381054.054689, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03730655, 0.05266982, -0.06974357
1756381054.258263, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02440381, 0.04040301, -0.06104583
1756381054.454372, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03539848, 0.05329567, -0.06522566
1756381054.660666, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02045107, 0.01537299, -0.05731811
1756381054.854118, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02879906, 0.05892724, -0.06982286
1756381055.060142, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02929354, 0.00827885, -0.05204734
1756381055.257555, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02546453, 0.03130054, -0.05077708
1756381055.457837, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99271107, 0.02186042, -0.03889786
1756381055.658155, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.04572535, 0.05432171, -0.05526572
1756381055.857709, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.07027483, 0.06568491, -0.05424161
1756381056.057576, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01119947, 0.08980304, -0.05925082
1756381056.260983, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02383089, 0.07031149, -0.04578745
1756381056.456083, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.9927001, 0.0535028, -0.05528902
1756381056.659471, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01928234, 0.08597678, -0.05585892
1756381056.856513, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01062822, 0.03830934, -0.05245189
1756381057.055874, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02264237, 0.0101732, -0.05561993
1756381057.258797, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01741934, 0.0496788, -0.07223718
1756381057.455041, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00754571, 0.05109519, -0.08286065
1756381057.659140, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01665115, 0.02284628, -0.07033193
1756381057.854464, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.08910799, 0.02689606, -0.06547071
1756381058.059287, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00232267, 0.03999341, -0.07111987
1756381058.255501, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03470421, 0.06778938, -0.05031835
1756381058.461652, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02701473, 0.028736, -0.0627472
1756381058.654708, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00725269, 0.05138326, -0.07207078
1756381058.859079, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02231956, 0.03664321, -0.08070114
1756381059.056404, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03781557, 0.02110612, -0.0793733
1756381059.258981, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.04017949, 0.02134258, -0.0881823
1756381059.459137, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01131272, 0.0466159, -0.07288159
1756381059.661749, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.07168055, 0.04783583, -0.07817613
1756381059.857177, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01812649, 0.03069156, -0.07036127
1756381060.057535, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01938629, 0.02267075, -0.07833445
1756381060.259963, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03991818, 0.00973064, -0.08018079
1756381060.458571, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01437688, 0.01771832, -0.07865292
1756381060.656027, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00858712, 0.02797633, -0.08216956
1756381060.859285, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00791049, 0.02516812, -0.08261809
1756381061.055458, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.03300834, 0.02478451, -0.08865102
1756381061.259595, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97477865, 0.01616877, -0.0771933
1756381061.455322, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99432456, 0.0001334, -0.08119324
1756381061.660391, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97921479, 0.02227044, -0.07726493
1756381061.855930, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99779463, 0.02336615, -0.07599826
1756381062.059457, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98399448, 0.03146565, -0.07910393
1756381062.254426, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01294565, 0.03341043, -0.06570321
1756381062.460817, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99998307, 0.01222146, -0.07716033
1756381062.657760, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98420477, 0.01977736, -0.07118148
1756381062.861259, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97952938, 0.01494044, -0.05941907
1756381063.057326, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99842763, 0.00812793, -0.06430289
1756381063.261379, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98104131, -0.00583017, -0.07586855
1756381063.455432, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01360059, -0.00683355, -0.07577562
1756381063.661920, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.9942286, 0.01380116, -0.07565118
1756381063.856265, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00626659, 0.0418672, -0.06937602
1756381064.060788, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01565218, 0.00257814, -0.07033108
1756381064.259424, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98189425, 0.02337617, -0.05947867
1756381064.460416, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02257109, -0.03847104, -0.06803818
1756381064.657562, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99220443, 0.02627057, -0.05568181
1756381064.861736, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00821877, 0.00725311, -0.06895766
1756381065.059935, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98937297, 0.0380044, -0.08021367
1756381065.260473, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.0053463, 0.01110721, -0.07035175
1756381065.459115, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01632357, 0.00816286, -0.07231219
1756381065.656587, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00764084, -0.0013082, -0.07617418
1756381065.863219, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97353768, -0.02649146, -0.07015021
1756381066.056766, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02358627, 0.00647485, -0.06526165
1756381066.261221, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.018960, -0.01916647, -0.07309707
1756381066.458377, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.0028255, -0.01547343, -0.07082039
1756381066.661966, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97121322, 0.0092935, -0.08307879
1756381066.858059, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00348735, 0.00733107, -0.08830205
1756381067.061003, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.04086399, -0.0052458, -0.06770167
1756381067.258890, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00379014, 0.02349389, -0.07211135
1756381067.461239, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99979234, 0.01894397, -0.07214682
1756381067.659291, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.06762934, -0.02327192, -0.07310553
1756381067.863290, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98778915, -0.0053156, -0.08361471
1756381068.056086, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.96568227, -0.00673521, -0.09087555
1756381068.262759, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.96865892, -0.01489794, -0.06878904
1756381068.457840, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98939919, -0.00187457, -0.07895271
1756381068.663390, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98609567, 0.00434238, -0.08377355
1756381068.860104, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99163294, 0.01350349, -0.07959379
1756381069.061578, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00227094, 0.01255459, -0.07897218
1756381069.256784, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97795486, -0.01473463, -0.07382284
1756381069.459804, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97912335, 0.00322062, -0.07446806
1756381069.658045, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99970734, -0.02922142, -0.09006001
1756381069.861959, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.02142835, -0.00031006, -0.08013415
1756381070.057577, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.98518884, 0.0219298, -0.0834043
1756381070.262545, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00379896, 0.01151204, -0.07754727
1756381070.458497, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99373674, -0.01577646, -0.0856709
1756381070.661898, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.97674024, 0.0145157, -0.08962387
1756381070.860309, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.00066805, 0.063613, -0.07214047
1756381071.059482, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01959252, 0.00403917, -0.08264905
1756381071.259220, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 2.01177263, 0.02129996, -0.07577085
1756381071.461700, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.94995189, -0.00386375, -0.06917991
1756381071.656909, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.99537647, 0.00860357, -0.08330129
1756381071.863061, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.94633174, -0.00712895, -0.07657187
