timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), x (m/s), y (m/s), z (m/s)
1756381066.855424, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63942933, -0.04067278, -0.06879235
1756381067.058293, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.65039945, -0.03077957, -0.06497923
1756381067.256614, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64332414, -0.03829968, -0.0673635
1756381067.458786, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63405824, -0.04623455, -0.0593634
1756381067.657100, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.65278125, -0.03575212, -0.06216289
1756381067.861179, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64857543, -0.04868028, -0.06734823
1756381068.054333, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64002228, -0.0328303, -0.06798486
1756381068.260642, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64902377, -0.04236597, -0.06931207
1756381068.455618, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63495684, -0.04419595, -0.07060694
1756381068.661335, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63693595, -0.04422274, -0.07127439
1756381068.857849, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64173198, -0.03803897, -0.07019959
1756381069.059070, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64634287, -0.06099623, -0.07080437
1756381069.254661, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.6246084, -0.05112493, -0.06806832
1756381069.457504, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64603245, -0.04376236, -0.07186953
1756381069.655312, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.64442468, -0.04816359, -0.07508385
1756381069.859950, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.6350019, -0.03185475, -0.07759441
1756381070.054612, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63430429, -0.05886376, -0.07312411
1756381070.259845, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.62806344, -0.03976032, -0.07713378
1756381070.455455, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63891721, -0.03116232, -0.0713812
1756381070.659636, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.6327033, -0.04863054, -0.06922299
1756381070.858049, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.62232387, -0.02539071, -0.06619661
1756381071.057490, lauv-fridtjof, 61, VEL_X|VEL_Y|VEL_Z, 1.63002038, -0.04005858, -0.06800222
