timestamp (seconds since 01/01/1970), system, entity , validity (bitfield), type (enumerated), utc_year, utc_month, utc_day, utc_time (s), lat (rad), lon (rad), height (m), satellites, cog (rad), sog (m/s), hdop, vdop, hacc (m), vacc (m)
1756381027.061552, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41824.000000, 1.10601782, 0.17573412, 37.801998, 9, 0.000000, 0.546389, 1.060000, 1.530000, 7.300000, 8.200000
1756381028.058815, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41825.000000, 1.10601774, 0.1757342, 37.748001, 9, 0.000000, 0.538611, 1.060000, 1.530000, 7.400000, 8.300000
1756381029.070702, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41826.000000, 1.10601768, 0.17573426, 37.720001, 9, 0.000000, 0.447222, 1.060000, 1.530000, 7.400000, 8.300000
1756381030.061051, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41827.000000, 1.10601762, 0.17573435, 37.799000, 9, 0.000000, 0.552778, 1.060000, 1.530000, 7.400000, 8.400000
1756381031.060035, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41828.000000, 1.10601756, 0.17573442, 37.808998, 9, 0.000000, 0.500556, 1.060000, 1.530000, 7.400000, 8.500000
1756381032.061170, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41829.000000, 1.10601749, 0.17573449, 37.694000, 9, 0.000000, 0.521667, 1.060000, 1.530000, 7.500000, 8.600000
1756381033.063410, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41830.000000, 1.10601742, 0.17573453, 37.694000, 9, 2.654122, 0.576111, 1.060000, 1.530000, 7.600000, 8.700000
1756381034.060038, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41831.000000, 1.10601737, 0.17573456, 37.692001, 9, 0.000000, 0.369444, 1.060000, 1.530000, 7.700000, 8.800000
1756381035.064816, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41832.000000, 1.10601732, 0.17573448, 37.681000, 9, 0.000000, 0.426667, 1.060000, 1.530000, 7.600000, 8.800000
1756381036.061722, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41833.000000, 1.10601732, 0.1757343, 37.737999, 9, 0.000000, 0.520833, 1.060000, 1.530000, 7.600000, 8.800000
1756381037.058985, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41834.000000, 1.10601733, 0.1757341, 37.666000, 9, 0.000000, 0.529444, 1.060000, 1.530000, 7.500000, 8.700000
1756381038.065082, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41835.000000, 1.10601739, 0.17573394, 37.627998, 9, 0.000000, 0.639167, 1.060000, 1.530000, 7.400000, 8.600000
1756381039.063244, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41836.000000, 1.10601751, 0.17573383, 37.719002, 9, 0.422021, 0.733056, 1.060000, 1.530000, 7.100000, 8.300000
1756381040.062923, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41837.000000, 1.10601766, 0.17573381, 37.674999, 9, 0.297579, 1.030278, 1.060000, 1.530000, 7.200000, 8.400000
1756381041.054583, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41838.000000, 1.10601778, 0.17573386, 37.841000, 9, 0.000000, 0.666667, 1.060000, 1.530000, 7.700000, 8.600000
1756381042.051702, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41839.000000, 1.10601781, 0.17573396, 38.069000, 8, 0.000000, 0.366389, 1.190000, 1.560000, 8.600000, 8.900000
1756381043.047848, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41840.000000, 1.10601773, 0.17573407, 38.139000, 7, 0.000000, 0.514167, 1.190000, 1.560000, 9.800000, 9.300000
1756381044.051963, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41841.000000, 1.10601754, 0.17573413, 38.117001, 6, 0.000000, 0.982500, 1.690000, 1.560000, 11.000000, 9.700000
1756381045.016519, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41842.000000, 1.10601739, 0.17573421, 38.076000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 14.000000, 10.000000
1756381046.017260, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41843.000000, 1.10601724, 0.17573428, 38.034000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 19.000000, 11.000000
1756381047.029426, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41844.000000, 1.10601709, 0.17573435, 37.992001, 0, 0.000000, 0.000000, 99.989998, 99.989998, 24.000000, 12.000000
1756381048.004860, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41845.000000, 1.10601694, 0.17573443, 37.951000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 31.000000, 13.000000
1756381048.996692, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41846.000000, 1.10601679, 0.1757345, 37.909000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 39.000000, 14.000000
1756381050.005055, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41847.000000, 1.10601664, 0.17573458, 37.867001, 0, 0.000000, 0.000000, 99.989998, 99.989998, 47.000000, 15.000000
1756381051.005496, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41848.000000, 1.10601649, 0.17573465, 37.825001, 0, 0.000000, 0.000000, 99.989998, 99.989998, 56.000000, 16.000000
1756381052.003153, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41849.000000, 1.10601634, 0.17573472, 37.784000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 66.000000, 17.000000
1756381053.011300, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41850.000000, 1.10601619, 0.1757348, 37.742001, 0, 0.000000, 0.000000, 99.989998, 99.989998, 76.000000, 19.000000
1756381054.002527, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41851.000000, 1.10601604, 0.17573487, 37.700001, 0, 0.000000, 0.000000, 99.989998, 99.989998, 87.000000, 20.000000
1756381054.997800, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41852.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 99.000000, 22.000000
1756381056.003801, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41853.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 110.000000, 23.000000
1756381056.995881, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41854.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 123.000000, 25.000000
1756381057.999968, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41855.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 136.000000, 27.000000
1756381058.997101, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41856.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 149.000000, 28.000000
1756381059.998487, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41857.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 163.000000, 30.000000
1756381060.997072, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41858.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 177.000000, 32.000000
1756381061.998509, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41859.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 191.000000, 34.000000
1756381062.997885, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41860.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 206.000000, 36.000000
1756381064.002909, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41861.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 221.000000, 38.000000
1756381064.995282, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41862.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 237.000000, 40.000000
1756381065.996149, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41863.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 253.000000, 42.000000
1756381066.999318, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41864.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 269.000000, 44.000000
1756381068.002423, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41865.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 286.000000, 46.000000
1756381068.998094, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41866.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 303.000000, 48.000000
1756381069.996763, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41867.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 320.000000, 51.000000
1756381070.993901, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41868.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 338.000000, 53.000000
1756381072.001027, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41869.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 356.000000, 55.000000
1756381073.006414, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41870.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 374.000000, 58.000000
1756381073.998314, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41871.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 393.000000, 60.000000
1756381074.996495, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41872.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 412.000000, 63.000000
1756381076.003786, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41873.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 431.000000, 65.000000
1756381077.003710, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41874.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 450.000000, 68.000000
1756381078.006154, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41875.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 470.000000, 70.000000
1756381079.004021, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41876.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 490.000000, 73.000000
1756381080.009333, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41877.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 510.000000, 75.000000
1756381081.008626, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41878.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 531.000000, 78.000000
1756381082.005478, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41879.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 552.000000, 81.000000
1756381083.010729, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41880.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 573.000000, 83.000000
1756381084.009928, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41881.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 594.000000, 86.000000
1756381085.000962, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41882.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 616.000000, 89.000000
1756381086.001146, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41883.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 638.000000, 92.000000
1756381087.001240, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41884.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 660.000000, 94.000000
1756381088.003392, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41885.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 683.000000, 97.000000
1756381089.005525, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41886.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 705.000000, 100.000000
1756381090.024787, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41887.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 728.000000, 103.000000
1756381091.027160, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41888.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 752.000000, 106.000000
1756381092.017081, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41889.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 775.000000, 109.000000
1756381093.018294, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41890.000000, 1.10601589, 0.17573494, 37.659000, 0, 0.000000, 0.000000, 99.989998, 99.989998, 799.000000, 112.000000
1756381094.111425, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41891.000000, 1.10602882, 0.17572366, 38.117001, 4, 0.000000, 1.525556, 2.270000, 1.000000, 48.000000, 9.700000
1756381095.052573, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41892.000000, 1.10602778, 0.17572313, 40.257000, 5, 2.073975, 1.548889, 2.270000, 3.540000, 24.000000, 19.000000
1756381096.057947, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41893.000000, 1.10602773, 0.175724, 39.408001, 6, 2.243097, 1.627778, 2.270000, 3.540000, 22.000000, 22.000000
1756381097.055897, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41894.000000, 1.10602734, 0.17572495, 38.896999, 6, 2.388658, 1.571389, 2.260000, 3.260000, 17.000000, 20.000000
1756381098.062096, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41895.000000, 1.10602708, 0.17572524, 38.609001, 6, 2.616248, 1.657500, 2.260000, 3.260000, 14.000000, 19.000000
1756381099.061291, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41896.000000, 1.10602695, 0.17572533, 39.438999, 7, 2.684491, 1.675556, 1.470000, 1.860000, 13.000000, 18.000000
1756381100.064595, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41897.000000, 1.10602674, 0.17572555, 39.181000, 8, 2.758667, 1.680833, 1.470000, 1.860000, 12.000000, 17.000000
1756381101.060329, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41898.000000, 1.10602651, 0.17572576, 38.379002, 7, 2.770361, 1.638056, 1.470000, 1.860000, 11.000000, 16.000000
1756381102.074635, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41899.000000, 1.10602636, 0.17572606, 38.401001, 8, 2.689203, 1.599167, 1.380000, 1.840000, 11.000000, 15.000000
1756381103.074822, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41900.000000, 1.10602621, 0.17572641, 38.595001, 9, 2.592512, 1.588333, 1.380000, 1.840000, 10.000000, 15.000000
1756381104.082262, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41901.000000, 1.10602605, 0.17572679, 38.793999, 9, 2.493901, 1.510278, 1.050000, 1.530000, 9.300000, 14.000000
1756381105.075947, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41902.000000, 1.10602592, 0.17572714, 38.465000, 9, 2.406635, 1.491667, 1.050000, 1.530000, 8.800000, 13.000000
1756381106.081034, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41903.000000, 1.10602577, 0.17572751, 38.293999, 9, 2.278877, 1.433056, 1.050000, 1.530000, 8.300000, 12.000000
1756381107.084162, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41904.000000, 1.10602561, 0.17572796, 38.153999, 9, 2.215695, 1.404167, 1.050000, 1.530000, 8.000000, 12.000000
1756381108.077660, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41905.000000, 1.10602547, 0.17572837, 38.019001, 9, 2.159321, 1.390000, 1.050000, 1.530000, 7.700000, 12.000000
1756381109.077832, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41906.000000, 1.10602538, 0.17572881, 38.028999, 9, 2.107136, 1.317500, 1.050000, 1.530000, 7.400000, 11.000000
1756381110.076654, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41907.000000, 1.10602532, 0.1757292, 37.924000, 9, 2.030167, 1.215278, 1.050000, 1.530000, 7.200000, 11.000000
1756381111.078794, lauv-fridtjof, 58, VALID_DATE|VALID_TIME|VALID_POS|VALID_COG|VALID_SOG|VALID_HACC|VALID_VACC|VALID_HDOP|VALID_VDOP, STANDALONE, 2025, 8, 28, 41908.000000, 1.1060253, 0.17572958, 37.998001, 9, 1.899267, 1.094722, 1.050000, 1.530000, 6.900000, 10.000000
