timestamp (seconds since 01/01/1970), system, entity , utc_time (s), reason (enumerated)
1756381619.999653, lauv-fridtjof, 49, 42417.000000, INVALID
1756381620.996218, lauv-fridtjof, 49, 42418.000000, INVALID
1756381621.996976, lauv-fridtjof, 49, 42419.000000, INVALID
1756381622.996094, lauv-fridtjof, 49, 42420.000000, INVALID
1756381623.995293, lauv-fridtjof, 49, 42421.000000, INVALID
1756381624.994455, lauv-fridtjof, 49, 42422.000000, INVALID
1756381625.996543, lauv-fridtjof, 49, 42423.000000, INVALID
1756381626.995736, lauv-fridtjof, 49, 42424.000000, INVALID
1756381627.996809, lauv-fridtjof, 49, 42425.000000, INVALID
1756381628.995966, lauv-fridtjof, 49, 42426.000000, INVALID
1756381629.998157, lauv-fridtjof, 49, 42427.000000, INVALID
1756381630.999302, lauv-fridtjof, 49, 42428.000000, INVALID
1756381631.998452, lauv-fridtjof, 49, 42429.000000, INVALID
1756381632.992603, lauv-fridtjof, 49, 42430.000000, INVALID
1756381633.999688, lauv-fridtjof, 49, 42431.000000, INVALID
1756381634.997903, lauv-fridtjof, 49, 42432.000000, INVALID
1756381635.996024, lauv-fridtjof, 49, 42433.000000, INVALID
1756381636.994237, lauv-fridtjof, 49, 42434.000000, INVALID
1756381637.997331, lauv-fridtjof, 49, 42435.000000, INVALID
1756381638.994621, lauv-fridtjof, 49, 42436.000000, INVALID
1756381639.998753, lauv-fridtjof, 49, 42437.000000, INVALID
1756381640.995805, lauv-fridtjof, 49, 42438.000000, INVALID
1756381642.000885, lauv-fridtjof, 49, 42439.000000, INVALID
1756381642.994072, lauv-fridtjof, 49, 42440.000000, INVALID
1756381643.996178, lauv-fridtjof, 49, 42441.000000, INVALID
1756381644.999427, lauv-fridtjof, 49, 42442.000000, INVALID
1756381645.996472, lauv-fridtjof, 49, 42443.000000, INVALID
1756381646.996679, lauv-fridtjof, 49, 42444.000000, INVALID
1756381647.998826, lauv-fridtjof, 49, 42445.000000, INVALID
1756381648.995930, lauv-fridtjof, 49, 42446.000000, INVALID
1756381649.996237, lauv-fridtjof, 49, 42447.000000, INVALID
1756381651.002720, lauv-fridtjof, 49, 42448.000000, INVALID
1756381652.002347, lauv-fridtjof, 49, 42449.000000, INVALID
1756381653.000565, lauv-fridtjof, 49, 42450.000000, INVALID
1756381654.002664, lauv-fridtjof, 49, 42451.000000, INVALID
1756381655.004788, lauv-fridtjof, 49, 42452.000000, INVALID
1756381656.002940, lauv-fridtjof, 49, 42453.000000, INVALID
1756381656.998160, lauv-fridtjof, 49, 42454.000000, INVALID
1756381657.999511, lauv-fridtjof, 49, 42455.000000, INVALID
1756381658.999379, lauv-fridtjof, 49, 42456.000000, INVALID
1756381660.009612, lauv-fridtjof, 49, 42457.000000, INVALID
1756381661.003736, lauv-fridtjof, 49, 42458.000000, INVALID
1756381661.999865, lauv-fridtjof, 49, 42459.000000, INVALID
1756381662.996984, lauv-fridtjof, 49, 42460.000000, INVALID
1756381663.999323, lauv-fridtjof, 49, 42461.000000, INVALID
1756381664.996466, lauv-fridtjof, 49, 42462.000000, INVALID
1756381666.000473, lauv-fridtjof, 49, 42463.000000, INVALID
1756381666.994620, lauv-fridtjof, 49, 42464.000000, INVALID
1756381667.996757, lauv-fridtjof, 49, 42465.000000, INVALID
1756381668.996917, lauv-fridtjof, 49, 42466.000000, INVALID
1756381670.001685, lauv-fridtjof, 49, 42467.000000, INVALID
1756381671.003138, lauv-fridtjof, 49, 42468.000000, INVALID
1756381672.005944, lauv-fridtjof, 49, 42469.000000, INVALID
1756381672.996436, lauv-fridtjof, 49, 42470.000000, INVALID
1756381673.998643, lauv-fridtjof, 49, 42471.000000, INVALID
1756381674.996907, lauv-fridtjof, 49, 42472.000000, INVALID
1756381676.000567, lauv-fridtjof, 49, 42473.000000, INVALID
1756381677.000299, lauv-fridtjof, 49, 42474.000000, INVALID
1756381677.997150, lauv-fridtjof, 49, 42475.000000, INVALID
1756381678.997426, lauv-fridtjof, 49, 42476.000000, INVALID
1756381679.997477, lauv-fridtjof, 49, 42477.000000, INVALID
1756381681.001735, lauv-fridtjof, 49, 42478.000000, INVALID
1756381682.000804, lauv-fridtjof, 49, 42479.000000, INVALID
1756381682.999959, lauv-fridtjof, 49, 42480.000000, INVALID
1756381684.008127, lauv-fridtjof, 49, 42481.000000, INVALID
1756381684.998319, lauv-fridtjof, 49, 42482.000000, INVALID
1756381685.996348, lauv-fridtjof, 49, 42483.000000, INVALID
1756381686.996519, lauv-fridtjof, 49, 42484.000000, INVALID
1756381687.998819, lauv-fridtjof, 49, 42485.000000, INVALID
1756381688.999658, lauv-fridtjof, 49, 42486.000000, INVALID
1756381689.996003, lauv-fridtjof, 49, 42487.000000, INVALID
1756381690.997111, lauv-fridtjof, 49, 42488.000000, INVALID
1756381691.999279, lauv-fridtjof, 49, 42489.000000, INVALID
1756381692.996386, lauv-fridtjof, 49, 42490.000000, INVALID
1756381693.996599, lauv-fridtjof, 49, 42491.000000, INVALID
1756381694.995693, lauv-fridtjof, 49, 42492.000000, INVALID
1756381695.997818, lauv-fridtjof, 49, 42493.000000, INVALID
1756381696.995975, lauv-fridtjof, 49, 42494.000000, INVALID
1756381698.006750, lauv-fridtjof, 49, 42495.000000, INVALID
1756381698.997290, lauv-fridtjof, 49, 42496.000000, INVALID
1756381699.997412, lauv-fridtjof, 49, 42497.000000, INVALID
1756381700.998636, lauv-fridtjof, 49, 42498.000000, INVALID
1756381702.004743, lauv-fridtjof, 49, 42499.000000, INVALID
1756381702.994882, lauv-fridtjof, 49, 42500.000000, INVALID
1756381704.001092, lauv-fridtjof, 49, 42501.000000, INVALID
1756381704.997681, lauv-fridtjof, 49, 42502.000000, INVALID
1756381705.997306, lauv-fridtjof, 49, 42503.000000, INVALID
1756381706.998493, lauv-fridtjof, 49, 42504.000000, INVALID
1756381708.005601, lauv-fridtjof, 49, 42505.000000, INVALID
1756381708.997758, lauv-fridtjof, 49, 42506.000000, INVALID
1756381709.999001, lauv-fridtjof, 49, 42507.000000, INVALID
1756381711.002802, lauv-fridtjof, 49, 42508.000000, INVALID
1756381711.999252, lauv-fridtjof, 49, 42509.000000, INVALID
1756381713.003370, lauv-fridtjof, 49, 42510.000000, INVALID
1756381714.001490, lauv-fridtjof, 49, 42511.000000, INVALID
1756381715.002516, lauv-fridtjof, 49, 42512.000000, INVALID
1756381715.997928, lauv-fridtjof, 49, 42513.000000, INVALID
1756381716.998972, lauv-fridtjof, 49, 42514.000000, INVALID
1756381718.000120, lauv-fridtjof, 49, 42515.000000, INVALID
1756381719.002261, lauv-fridtjof, 49, 42516.000000, INVALID
1756381720.004411, lauv-fridtjof, 49, 42517.000000, INVALID
1756381721.002528, lauv-fridtjof, 49, 42518.000000, INVALID
1756381722.002673, lauv-fridtjof, 49, 42519.000000, INVALID
1756381723.000923, lauv-fridtjof, 49, 42520.000000, INVALID
1756381724.001306, lauv-fridtjof, 49, 42521.000000, INVALID
1756381724.997253, lauv-fridtjof, 49, 42522.000000, INVALID
1756381726.006326, lauv-fridtjof, 49, 42523.000000, INVALID
1756381726.996432, lauv-fridtjof, 49, 42524.000000, INVALID
1756381728.004590, lauv-fridtjof, 49, 42525.000000, INVALID
1756381728.995735, lauv-fridtjof, 49, 42526.000000, INVALID
1756381730.003849, lauv-fridtjof, 49, 42527.000000, INVALID
1756381731.004050, lauv-fridtjof, 49, 42528.000000, INVALID
1756381732.004154, lauv-fridtjof, 49, 42529.000000, INVALID
1756381733.003762, lauv-fridtjof, 49, 42530.000000, INVALID
1756381733.999430, lauv-fridtjof, 49, 42531.000000, INVALID
1756381735.002663, lauv-fridtjof, 49, 42532.000000, INVALID
1756381736.005829, lauv-fridtjof, 49, 42533.000000, INVALID
1756381737.005987, lauv-fridtjof, 49, 42534.000000, INVALID
1756381738.002095, lauv-fridtjof, 49, 42535.000000, INVALID
1756381738.999291, lauv-fridtjof, 49, 42536.000000, INVALID
1756381740.004299, lauv-fridtjof, 49, 42537.000000, INVALID
1756381741.001956, lauv-fridtjof, 49, 42538.000000, INVALID
1756381741.997609, lauv-fridtjof, 49, 42539.000000, INVALID
1756381743.005738, lauv-fridtjof, 49, 42540.000000, INVALID
1756381744.004910, lauv-fridtjof, 49, 42541.000000, INVALID
1756381745.000247, lauv-fridtjof, 49, 42542.000000, INVALID
1756381746.005290, lauv-fridtjof, 49, 42543.000000, INVALID
1756381746.998511, lauv-fridtjof, 49, 42544.000000, INVALID
1756381748.002486, lauv-fridtjof, 49, 42545.000000, INVALID
1756381748.996748, lauv-fridtjof, 49, 42546.000000, INVALID
1756381749.997779, lauv-fridtjof, 49, 42547.000000, INVALID
1756381750.995917, lauv-fridtjof, 49, 42548.000000, INVALID
1756381752.000280, lauv-fridtjof, 49, 42549.000000, INVALID
1756381753.005225, lauv-fridtjof, 49, 42550.000000, INVALID
1756381754.002361, lauv-fridtjof, 49, 42551.000000, INVALID
1756381754.996548, lauv-fridtjof, 49, 42552.000000, INVALID
1756381756.001701, lauv-fridtjof, 49, 42553.000000, INVALID
1756381757.000968, lauv-fridtjof, 49, 42554.000000, INVALID
1756381757.995291, lauv-fridtjof, 49, 42555.000000, INVALID
1756381759.002079, lauv-fridtjof, 49, 42556.000000, INVALID
1756381759.998356, lauv-fridtjof, 49, 42557.000000, INVALID
1756381760.996378, lauv-fridtjof, 49, 42558.000000, INVALID
1756381762.004651, lauv-fridtjof, 49, 42559.000000, INVALID
1756381762.997689, lauv-fridtjof, 49, 42560.000000, INVALID
1756381763.998893, lauv-fridtjof, 49, 42561.000000, INVALID
1756381764.999018, lauv-fridtjof, 49, 42562.000000, INVALID
1756381765.999160, lauv-fridtjof, 49, 42563.000000, INVALID
1756381766.999365, lauv-fridtjof, 49, 42564.000000, INVALID
1756381768.002423, lauv-fridtjof, 49, 42565.000000, INVALID
1756381768.999663, lauv-fridtjof, 49, 42566.000000, INVALID
1756381769.998805, lauv-fridtjof, 49, 42567.000000, INVALID
1756381771.004911, lauv-fridtjof, 49, 42568.000000, INVALID
1756381771.998075, lauv-fridtjof, 49, 42569.000000, INVALID
1756381773.001247, lauv-fridtjof, 49, 42570.000000, INVALID
1756381774.006318, lauv-fridtjof, 49, 42571.000000, INVALID
1756381775.001475, lauv-fridtjof, 49, 42572.000000, INVALID
1756381776.005608, lauv-fridtjof, 49, 42573.000000, INVALID
1756381776.995807, lauv-fridtjof, 49, 42574.000000, INVALID
1756381778.002902, lauv-fridtjof, 49, 42575.000000, INVALID
1756381778.999093, lauv-fridtjof, 49, 42576.000000, INVALID
1756381779.999265, lauv-fridtjof, 49, 42577.000000, INVALID
1756381780.999397, lauv-fridtjof, 49, 42578.000000, INVALID
1756381781.998690, lauv-fridtjof, 49, 42579.000000, INVALID
1756381782.995633, lauv-fridtjof, 49, 42580.000000, INVALID
1756381784.002255, lauv-fridtjof, 49, 42581.000000, INVALID
1756381784.997928, lauv-fridtjof, 49, 42582.000000, INVALID
1756381785.998075, lauv-fridtjof, 49, 42583.000000, INVALID
1756381786.998302, lauv-fridtjof, 49, 42584.000000, INVALID
1756381787.998602, lauv-fridtjof, 49, 42585.000000, INVALID
1756381788.996550, lauv-fridtjof, 49, 42586.000000, INVALID
1756381790.004659, lauv-fridtjof, 49, 42587.000000, INVALID
1756381791.005823, lauv-fridtjof, 49, 42588.000000, INVALID
1756381791.996979, lauv-fridtjof, 49, 42589.000000, INVALID
1756381792.997123, lauv-fridtjof, 49, 42590.000000, INVALID
1756381794.002320, lauv-fridtjof, 49, 42591.000000, INVALID
1756381794.997403, lauv-fridtjof, 49, 42592.000000, INVALID
1756381796.005532, lauv-fridtjof, 49, 42593.000000, INVALID
1756381797.005794, lauv-fridtjof, 49, 42594.000000, INVALID
1756381797.998901, lauv-fridtjof, 49, 42595.000000, INVALID
1756381798.999041, lauv-fridtjof, 49, 42596.000000, INVALID
1756381800.003224, lauv-fridtjof, 49, 42597.000000, INVALID
1756381801.002294, lauv-fridtjof, 49, 42598.000000, INVALID
1756381802.002449, lauv-fridtjof, 49, 42599.000000, INVALID
1756381803.005572, lauv-fridtjof, 49, 42600.000000, INVALID
1756381804.005750, lauv-fridtjof, 49, 42601.000000, INVALID
1756381805.005011, lauv-fridtjof, 49, 42602.000000, INVALID
1756381806.006021, lauv-fridtjof, 49, 42603.000000, INVALID
1756381807.002219, lauv-fridtjof, 49, 42604.000000, INVALID
1756381808.004346, lauv-fridtjof, 49, 42605.000000, INVALID
1756381808.996515, lauv-fridtjof, 49, 42606.000000, INVALID
1756381809.999652, lauv-fridtjof, 49, 42607.000000, INVALID
1756381811.001790, lauv-fridtjof, 49, 42608.000000, INVALID
1756381812.001941, lauv-fridtjof, 49, 42609.000000, INVALID
1756381812.999131, lauv-fridtjof, 49, 42610.000000, INVALID
1756381814.005260, lauv-fridtjof, 49, 42611.000000, INVALID
1756381814.998414, lauv-fridtjof, 49, 42612.000000, INVALID
1756381815.999615, lauv-fridtjof, 49, 42613.000000, INVALID
1756381817.001674, lauv-fridtjof, 49, 42614.000000, INVALID
1756381818.000875, lauv-fridtjof, 49, 42615.000000, INVALID
1756381818.999045, lauv-fridtjof, 49, 42616.000000, INVALID
1756381820.002134, lauv-fridtjof, 49, 42617.000000, INVALID
1756381820.998305, lauv-fridtjof, 49, 42618.000000, INVALID
1756381822.002390, lauv-fridtjof, 49, 42619.000000, INVALID
1756381822.999947, lauv-fridtjof, 49, 42620.000000, INVALID
1756381824.002437, lauv-fridtjof, 49, 42621.000000, INVALID
1756381824.995831, lauv-fridtjof, 49, 42622.000000, INVALID
1756381826.001034, lauv-fridtjof, 49, 42623.000000, INVALID
1756381827.003267, lauv-fridtjof, 49, 42624.000000, INVALID
1756381828.003290, lauv-fridtjof, 49, 42625.000000, INVALID
1756381828.997390, lauv-fridtjof, 49, 42626.000000, INVALID
1756381830.001712, lauv-fridtjof, 49, 42627.000000, INVALID
1756381831.001761, lauv-fridtjof, 49, 42628.000000, INVALID
1756381832.002455, lauv-fridtjof, 49, 42629.000000, INVALID
1756381833.008079, lauv-fridtjof, 49, 42630.000000, INVALID
1756381834.003136, lauv-fridtjof, 49, 42631.000000, INVALID
1756381835.002296, lauv-fridtjof, 49, 42632.000000, INVALID
1756381836.003442, lauv-fridtjof, 49, 42633.000000, INVALID
1756381836.996687, lauv-fridtjof, 49, 42634.000000, INVALID
1756381838.005829, lauv-fridtjof, 49, 42635.000000, INVALID
1756381838.999886, lauv-fridtjof, 49, 42636.000000, INVALID
1756381840.001793, lauv-fridtjof, 49, 42637.000000, INVALID
1756381840.997164, lauv-fridtjof, 49, 42638.000000, INVALID
1756381841.999370, lauv-fridtjof, 49, 42639.000000, INVALID
1756381842.996525, lauv-fridtjof, 49, 42640.000000, INVALID
1756381843.998770, lauv-fridtjof, 49, 42641.000000, INVALID
1756381845.001789, lauv-fridtjof, 49, 42642.000000, INVALID
1756381846.002909, lauv-fridtjof, 49, 42643.000000, INVALID
1756381846.999125, lauv-fridtjof, 49, 42644.000000, INVALID
1756381848.003427, lauv-fridtjof, 49, 42645.000000, INVALID
1756381849.002058, lauv-fridtjof, 49, 42646.000000, INVALID
1756381850.004545, lauv-fridtjof, 49, 42647.000000, INVALID
1756381851.002694, lauv-fridtjof, 49, 42648.000000, INVALID
1756381852.000881, lauv-fridtjof, 49, 42649.000000, INVALID
1756381853.004972, lauv-fridtjof, 49, 42650.000000, INVALID
1756381854.002101, lauv-fridtjof, 49, 42651.000000, INVALID
1756381854.998260, lauv-fridtjof, 49, 42652.000000, INVALID
1756381856.001454, lauv-fridtjof, 49, 42653.000000, INVALID
1756381856.998544, lauv-fridtjof, 49, 42654.000000, INVALID
1756381858.003786, lauv-fridtjof, 49, 42655.000000, INVALID
1756381858.996943, lauv-fridtjof, 49, 42656.000000, INVALID
1756381859.999976, lauv-fridtjof, 49, 42657.000000, INVALID
1756381861.004168, lauv-fridtjof, 49, 42658.000000, INVALID
1756381862.006349, lauv-fridtjof, 49, 42659.000000, INVALID
1756381863.005534, lauv-fridtjof, 49, 42660.000000, INVALID
1756381864.005556, lauv-fridtjof, 49, 42661.000000, INVALID
1756381865.004728, lauv-fridtjof, 49, 42662.000000, INVALID
1756381866.008061, lauv-fridtjof, 49, 42663.000000, INVALID
1756381867.001649, lauv-fridtjof, 49, 42664.000000, INVALID
1756381868.008424, lauv-fridtjof, 49, 42665.000000, INVALID
1756381869.001352, lauv-fridtjof, 49, 42666.000000, INVALID
1756381870.003443, lauv-fridtjof, 49, 42667.000000, INVALID
1756381871.005596, lauv-fridtjof, 49, 42668.000000, INVALID
1756381872.010032, lauv-fridtjof, 49, 42669.000000, INVALID
1756381872.999911, lauv-fridtjof, 49, 42670.000000, INVALID
1756381874.009120, lauv-fridtjof, 49, 42671.000000, INVALID
1756381875.003178, lauv-fridtjof, 49, 42672.000000, INVALID
1756381876.003358, lauv-fridtjof, 49, 42673.000000, INVALID
1756381877.006471, lauv-fridtjof, 49, 42674.000000, INVALID
1756381878.009870, lauv-fridtjof, 49, 42675.000000, INVALID
1756381879.005773, lauv-fridtjof, 49, 42676.000000, INVALID
1756381880.001933, lauv-fridtjof, 49, 42677.000000, INVALID
1756381880.999140, lauv-fridtjof, 49, 42678.000000, INVALID
1756381882.004389, lauv-fridtjof, 49, 42679.000000, INVALID
1756381883.002388, lauv-fridtjof, 49, 42680.000000, INVALID
1756381884.005518, lauv-fridtjof, 49, 42681.000000, INVALID
1756381885.002672, lauv-fridtjof, 49, 42682.000000, INVALID
1756381886.000861, lauv-fridtjof, 49, 42683.000000, INVALID
1756381887.004972, lauv-fridtjof, 49, 42684.000000, INVALID
1756381888.003101, lauv-fridtjof, 49, 42685.000000, INVALID
1756381889.003356, lauv-fridtjof, 49, 42686.000000, INVALID
1756381890.007880, lauv-fridtjof, 49, 42687.000000, INVALID
1756381891.005544, lauv-fridtjof, 49, 42688.000000, INVALID
1756381892.005691, lauv-fridtjof, 49, 42689.000000, INVALID
1756381893.008991, lauv-fridtjof, 49, 42690.000000, INVALID
1756381894.009085, lauv-fridtjof, 49, 42691.000000, INVALID
1756381895.006147, lauv-fridtjof, 49, 42692.000000, INVALID
1756381895.999419, lauv-fridtjof, 49, 42693.000000, INVALID
1756381897.001485, lauv-fridtjof, 49, 42694.000000, INVALID
1756381898.002604, lauv-fridtjof, 49, 42695.000000, INVALID
1756381898.998835, lauv-fridtjof, 49, 42696.000000, INVALID
1756381899.998973, lauv-fridtjof, 49, 42697.000000, INVALID
1756381900.997600, lauv-fridtjof, 49, 42698.000000, INVALID
1756381902.000272, lauv-fridtjof, 49, 42699.000000, INVALID
1756381903.005341, lauv-fridtjof, 49, 42700.000000, INVALID
1756381904.004675, lauv-fridtjof, 49, 42701.000000, INVALID
1756381904.999718, lauv-fridtjof, 49, 42702.000000, INVALID
1756381906.005148, lauv-fridtjof, 49, 42703.000000, INVALID
1756381906.998993, lauv-fridtjof, 49, 42704.000000, INVALID
1756381907.999867, lauv-fridtjof, 49, 42705.000000, INVALID
1756381908.999521, lauv-fridtjof, 49, 42706.000000, INVALID
1756381910.007515, lauv-fridtjof, 49, 42707.000000, INVALID
1756381911.002496, lauv-fridtjof, 49, 42708.000000, INVALID
1756381912.002677, lauv-fridtjof, 49, 42709.000000, INVALID
1756381913.004846, lauv-fridtjof, 49, 42710.000000, INVALID
1756381914.007020, lauv-fridtjof, 49, 42711.000000, INVALID
1756381915.002233, lauv-fridtjof, 49, 42712.000000, INVALID
1756381916.009455, lauv-fridtjof, 49, 42713.000000, INVALID
1756381917.010494, lauv-fridtjof, 49, 42714.000000, INVALID
1756381918.000792, lauv-fridtjof, 49, 42715.000000, INVALID
1756381919.001133, lauv-fridtjof, 49, 42716.000000, INVALID
1756381920.003386, lauv-fridtjof, 49, 42717.000000, INVALID
1756381920.997024, lauv-fridtjof, 49, 42718.000000, INVALID
1756381922.004580, lauv-fridtjof, 49, 42719.000000, INVALID
1756381923.000401, lauv-fridtjof, 49, 42720.000000, INVALID
1756381923.999517, lauv-fridtjof, 49, 42721.000000, INVALID
1756381925.001576, lauv-fridtjof, 49, 42722.000000, INVALID
1756381926.002720, lauv-fridtjof, 49, 42723.000000, INVALID
1756381927.003847, lauv-fridtjof, 49, 42724.000000, INVALID
1756381928.002993, lauv-fridtjof, 49, 42725.000000, INVALID
1756381928.998299, lauv-fridtjof, 49, 42726.000000, INVALID
1756381930.002324, lauv-fridtjof, 49, 42727.000000, INVALID
1756381930.999544, lauv-fridtjof, 49, 42728.000000, INVALID
1756381932.005596, lauv-fridtjof, 49, 42729.000000, INVALID
1756381932.998869, lauv-fridtjof, 49, 42730.000000, INVALID
1756381934.001958, lauv-fridtjof, 49, 42731.000000, INVALID
1756381935.003124, lauv-fridtjof, 49, 42732.000000, INVALID
1756381936.002506, lauv-fridtjof, 49, 42733.000000, INVALID
1756381937.007375, lauv-fridtjof, 49, 42734.000000, INVALID
1756381938.002529, lauv-fridtjof, 49, 42735.000000, INVALID
1756381939.005657, lauv-fridtjof, 49, 42736.000000, INVALID
1756381940.000917, lauv-fridtjof, 49, 42737.000000, INVALID
1756381941.000998, lauv-fridtjof, 49, 42738.000000, INVALID
1756381942.004120, lauv-fridtjof, 49, 42739.000000, INVALID
1756381943.002270, lauv-fridtjof, 49, 42740.000000, INVALID
1756381944.005363, lauv-fridtjof, 49, 42741.000000, INVALID
1756381945.001648, lauv-fridtjof, 49, 42742.000000, INVALID
1756381946.005704, lauv-fridtjof, 49, 42743.000000, INVALID
1756381947.002329, lauv-fridtjof, 49, 42744.000000, INVALID
1756381948.003023, lauv-fridtjof, 49, 42745.000000, INVALID
1756381949.000827, lauv-fridtjof, 49, 42746.000000, INVALID
1756381950.008395, lauv-fridtjof, 49, 42747.000000, INVALID
1756381951.005509, lauv-fridtjof, 49, 42748.000000, INVALID
1756381952.004609, lauv-fridtjof, 49, 42749.000000, INVALID
1756381953.007751, lauv-fridtjof, 49, 42750.000000, INVALID
1756381954.006841, lauv-fridtjof, 49, 42751.000000, INVALID
1756381955.005625, lauv-fridtjof, 49, 42752.000000, INVALID
1756381956.002216, lauv-fridtjof, 49, 42753.000000, INVALID
1756381956.997407, lauv-fridtjof, 49, 42754.000000, INVALID
1756381958.003551, lauv-fridtjof, 49, 42755.000000, INVALID
1756381959.004644, lauv-fridtjof, 49, 42756.000000, INVALID
1756381960.004917, lauv-fridtjof, 49, 42757.000000, INVALID
1756381961.008497, lauv-fridtjof, 49, 42758.000000, INVALID
1756381962.010689, lauv-fridtjof, 49, 42759.000000, INVALID
1756381963.008456, lauv-fridtjof, 49, 42760.000000, INVALID
1756381964.008559, lauv-fridtjof, 49, 42761.000000, INVALID
1756381965.003561, lauv-fridtjof, 49, 42762.000000, INVALID
1756381966.009703, lauv-fridtjof, 49, 42763.000000, INVALID
1756381967.001913, lauv-fridtjof, 49, 42764.000000, INVALID
1756381968.007561, lauv-fridtjof, 49, 42765.000000, INVALID
1756381969.003115, lauv-fridtjof, 49, 42766.000000, INVALID
1756381970.010374, lauv-fridtjof, 49, 42767.000000, INVALID
1756381971.012504, lauv-fridtjof, 49, 42768.000000, INVALID
1756381972.010540, lauv-fridtjof, 49, 42769.000000, INVALID
1756381973.002752, lauv-fridtjof, 49, 42770.000000, INVALID
1756381974.004800, lauv-fridtjof, 49, 42771.000000, INVALID
1756381975.001990, lauv-fridtjof, 49, 42772.000000, INVALID
1756381976.006139, lauv-fridtjof, 49, 42773.000000, INVALID
1756381977.008422, lauv-fridtjof, 49, 42774.000000, INVALID
1756381978.008737, lauv-fridtjof, 49, 42775.000000, INVALID
1756381979.003782, lauv-fridtjof, 49, 42776.000000, INVALID
1756381980.002968, lauv-fridtjof, 49, 42777.000000, INVALID
1756381981.003960, lauv-fridtjof, 49, 42778.000000, INVALID
1756381982.007227, lauv-fridtjof, 49, 42779.000000, INVALID
1756381983.005239, lauv-fridtjof, 49, 42780.000000, INVALID
1756381984.008453, lauv-fridtjof, 49, 42781.000000, INVALID
1756381985.002048, lauv-fridtjof, 49, 42782.000000, INVALID
1756381986.005824, lauv-fridtjof, 49, 42783.000000, INVALID
1756381987.001644, lauv-fridtjof, 49, 42784.000000, INVALID
1756381988.005961, lauv-fridtjof, 49, 42785.000000, INVALID
1756381988.997329, lauv-fridtjof, 49, 42786.000000, INVALID
1756381990.008363, lauv-fridtjof, 49, 42787.000000, INVALID
1756381991.005289, lauv-fridtjof, 49, 42788.000000, INVALID
1756381992.007545, lauv-fridtjof, 49, 42789.000000, INVALID
1756381993.009762, lauv-fridtjof, 49, 42790.000000, INVALID
1756381994.005802, lauv-fridtjof, 49, 42791.000000, INVALID
1756381995.003950, lauv-fridtjof, 49, 42792.000000, INVALID
1756381996.003263, lauv-fridtjof, 49, 42793.000000, INVALID
1756381997.003774, lauv-fridtjof, 49, 42794.000000, INVALID
1756381998.006061, lauv-fridtjof, 49, 42795.000000, INVALID
1756381999.004061, lauv-fridtjof, 49, 42796.000000, INVALID
1756382000.008759, lauv-fridtjof, 49, 42797.000000, INVALID
1756382001.010909, lauv-fridtjof, 49, 42798.000000, INVALID
1756382002.008041, lauv-fridtjof, 49, 42799.000000, INVALID
1756382003.006990, lauv-fridtjof, 49, 42800.000000, INVALID
1756382004.016847, lauv-fridtjof, 49, 42801.000000, INVALID
1756382005.007149, lauv-fridtjof, 49, 42802.000000, INVALID
1756382006.006604, lauv-fridtjof, 49, 42803.000000, INVALID
1756382007.014731, lauv-fridtjof, 49, 42804.000000, INVALID
1756382008.011060, lauv-fridtjof, 49, 42805.000000, INVALID
1756382009.001464, lauv-fridtjof, 49, 42806.000000, INVALID
1756382010.009261, lauv-fridtjof, 49, 42807.000000, INVALID
1756382011.005303, lauv-fridtjof, 49, 42808.000000, INVALID
1756382012.009468, lauv-fridtjof, 49, 42809.000000, INVALID
1756382013.010718, lauv-fridtjof, 49, 42810.000000, INVALID
1756382014.010811, lauv-fridtjof, 49, 42811.000000, INVALID
1756382015.011917, lauv-fridtjof, 49, 42812.000000, INVALID
1756382016.007124, lauv-fridtjof, 49, 42813.000000, INVALID
1756382017.002325, lauv-fridtjof, 49, 42814.000000, INVALID
1756382018.003408, lauv-fridtjof, 49, 42815.000000, INVALID
1756382019.004555, lauv-fridtjof, 49, 42816.000000, INVALID
1756382020.008348, lauv-fridtjof, 49, 42817.000000, INVALID
1756382021.008823, lauv-fridtjof, 49, 42818.000000, INVALID
1756382022.010060, lauv-fridtjof, 49, 42819.000000, INVALID
1756382023.002041, lauv-fridtjof, 49, 42820.000000, INVALID
1756382024.007291, lauv-fridtjof, 49, 42821.000000, INVALID
1756382025.007583, lauv-fridtjof, 49, 42822.000000, INVALID
1756382026.013519, lauv-fridtjof, 49, 42823.000000, INVALID
1756382027.005915, lauv-fridtjof, 49, 42824.000000, INVALID
1756382028.011840, lauv-fridtjof, 49, 42825.000000, INVALID
1756382029.014369, lauv-fridtjof, 49, 42826.000000, INVALID
1756382030.009240, lauv-fridtjof, 49, 42827.000000, INVALID
1756382031.005523, lauv-fridtjof, 49, 42828.000000, INVALID
1756382032.009457, lauv-fridtjof, 49, 42829.000000, INVALID
1756382033.004575, lauv-fridtjof, 49, 42830.000000, INVALID
1756382034.010649, lauv-fridtjof, 49, 42831.000000, INVALID
1756382035.009280, lauv-fridtjof, 49, 42832.000000, INVALID
1756382036.017990, lauv-fridtjof, 49, 42833.000000, INVALID
1756382037.008688, lauv-fridtjof, 49, 42834.000000, INVALID
1756382038.010221, lauv-fridtjof, 49, 42835.000000, INVALID
1756382039.006526, lauv-fridtjof, 49, 42836.000000, INVALID
1756382040.003549, lauv-fridtjof, 49, 42837.000000, INVALID
1756382041.002691, lauv-fridtjof, 49, 42838.000000, INVALID
1756382042.001848, lauv-fridtjof, 49, 42839.000000, INVALID
